temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
36.1,clear-night,0.62,10.0,Clear,29.47,1016.72,8.67,,1451624400,281,0.0,24.28,0.0
35.77,partly-cloudy-night,0.62,10.0,Mostly Cloudy,29.25,1016.08,8.34,0.84,1451628000,282,0.0,23.98,0.0
35.38,clear-night,0.62,10.0,Clear,29.1,1015.9,7.77,,1451631600,277,0.0,23.8,0.0
35.19,clear-night,0.63,10.0,Clear,30.35,1015.91,5.59,,1451635200,266,0.0,24.03,0.0
35.27,partly-cloudy-night,0.64,10.0,Mostly Cloudy,29.38,1015.67,7.09,0.75,1451638800,267,0.0,24.36,0.0
35.01,clear-night,0.65,10.0,Clear,29.55,1015.42,6.37,0.0,1451642400,265,0.0,24.55,0.0
34.72,clear-night,0.66,10.0,Clear,28.86,1015.38,6.88,0.0,1451646000,262,0.0,24.65,0.0
34.65,partly-cloudy-night,0.66,10.0,Mostly Cloudy,29.8,1015.57,5.46,0.84,1451649600,259,0.0,24.63,0.0
34.66,clear-day,0.67,10.0,Clear,29.32,1015.43,6.11,,1451653200,257,0.0,24.84,0.0
35.52,clear-day,0.64,10.0,Clear,30.5,1015.53,5.9,,1451656800,258,0.0,24.75,0.0
36.5,cloudy,0.62,10.0,Overcast,31.71,1015.51,5.83,1.0,1451660400,246,0.0,24.75,0.0
36.6,clear-day,0.62,10.0,Clear,30.67,1015.0,7.61,,1451664000,243,0.0,24.81,0.0
36.95,clear-day,0.59,10.0,Clear,30.21,1014.05,9.27,,1451667600,273,0.0,24.08,0.0
36.78,cloudy,0.59,10.0,Overcast,30.29,1013.21,8.71,1.0,1451671200,275,0.0,23.96,0.0
36.83,clear-day,0.59,9.69,Clear,31.09,1012.59,7.38,0.0,1451674800,271,0.0,23.89,0.0
36.25,clear-day,0.61,8.97,Clear,30.65,1012.33,6.96,,1451678400,262,0.0,23.95,0.0
35.51,partly-cloudy-day,0.62,9.87,Mostly Cloudy,28.91,1012.32,8.36,0.75,1451682000,257,0.0033,23.99,0.11
34.38,partly-cloudy-night,0.68,8.81,Partly Cloudy,28.02,1012.52,7.53,0.31,1451685600,254,0.0017,24.96,0.04
33.32,clear-night,0.7,8.55,Clear,26.73,1012.86,7.55,,1451689200,265,0.0017,24.67,0.04
32.56,partly-cloudy-night,0.7,8.36,Partly Cloudy,25.14,1013.45,8.64,0.55,1451692800,273,0.0,23.89,0.0
31.98,clear-night,0.67,9.88,Clear,24.79,1013.58,8.05,0.15,1451696400,276,0.0,22.38,0.0
31.01,clear-night,0.63,9.83,Clear,23.48,1013.71,8.26,0.18,1451700000,272,0.0,19.77,0.0
30.55,partly-cloudy-night,0.61,10.0,Partly Cloudy,23.33,1013.68,7.62,0.25,1451703600,268,0.0,18.59,0.0
30.08,clear-night,0.6,10.0,Clear,21.87,1013.84,9.05,0.17,1451707200,271,0.0,17.95,0.0
29.71,clear-night,0.61,10.0,Clear,21.98,1014.0,8.12,0.21,1451710800,277,0.0,17.78,0.0
29.28,partly-cloudy-night,0.61,10.0,Partly Cloudy,21.51,1014.04,8.03,0.25,1451714400,270,0.0,17.54,0.0
28.61,clear-night,0.64,10.0,Clear,20.53,1014.11,8.28,0.14,1451718000,270,0.0,17.89,0.0
29.04,clear-night,0.64,9.84,Clear,21.06,1014.23,8.28,0.2,1451721600,268,0.0,18.28,0.0
29.33,partly-cloudy-night,0.64,10.0,Mostly Cloudy,21.98,1014.03,7.41,0.61,1451725200,259,0.0,18.72,0.0
29.18,partly-cloudy-night,0.65,10.0,Partly Cloudy,21.59,1014.2,7.73,0.31,1451728800,252,0.0,18.96,0.0
29.07,partly-cloudy-night,0.64,9.93,Partly Cloudy,22.03,1014.59,6.9,0.31,1451732400,257,0.0,18.55,0.0
28.78,partly-cloudy-night,0.64,10.0,Partly Cloudy,21.53,1015.04,7.13,0.35,1451736000,252,0.0,18.05,0.0
28.73,clear-day,0.62,10.0,Clear,20.76,1015.43,8.15,0.2,1451739600,254,0.0,17.55,0.0
30.59,clear-day,0.57,10.0,Clear,23.03,1015.86,8.15,0.09,1451743200,255,0.0,17.21,0.0
31.92,clear-day,0.54,10.0,Clear,23.76,1016.13,9.74,0.17,1451746800,260,0.0,17.2,0.0
33.22,partly-cloudy-day,0.51,10.0,Partly Cloudy,25.13,1015.7,10.21,0.27,1451750400,265,0.0,17.19,0.0
34.64,clear-day,0.49,10.0,Clear,26.72,1014.71,10.58,0.17,1451754000,277,0.0,17.32,0.0
34.89,partly-cloudy-day,0.48,10.0,Partly Cloudy,26.6,1014.2,11.55,0.34,1451757600,268,0.0,17.43,0.0
35.47,clear-day,0.48,10.0,Clear,28.26,1013.61,9.52,0.19,1451761200,278,0.0,17.6,0.0
34.52,clear-day,0.51,10.0,Clear,26.31,1013.61,11.16,0.2,1451764800,280,0.0,18.27,0.0
34.01,partly-cloudy-day,0.53,10.0,Partly Cloudy,26.84,1013.88,8.79,0.33,1451768400,275,0.0,18.59,0.0
33.24,clear-night,0.56,10.0,Clear,27.21,1013.92,6.68,0.0,1451772000,262,0.0,19.1,0.0
33.03,clear-night,0.57,10.0,Clear,27.04,1013.84,6.56,0.0,1451775600,246,0.0,19.49,0.0
32.98,cloudy,0.57,10.0,Overcast,26.58,1014.12,7.15,1.0,1451779200,246,0.0,19.59,0.0
32.85,clear-night,0.58,10.0,Clear,26.75,1014.03,6.67,,1451782800,237,0.0,19.87,0.0
32.89,clear-night,0.58,10.0,Clear,26.78,1013.6,6.7,,1451786400,225,0.0,19.64,0.0
32.65,cloudy,0.59,10.0,Overcast,26.55,1012.78,6.62,1.0,1451790000,223,0.0,19.83,0.0
32.13,clear-night,0.6,10.0,Clear,25.92,1012.25,6.62,0.0,1451793600,219,0.0,19.73,0.0
31.86,clear-night,0.61,10.0,Clear,25.85,1011.8,6.29,0.17,1451797200,220,0.0,19.95,0.0
31.08,partly-cloudy-night,0.63,10.0,Partly Cloudy,24.45,1011.3,6.91,0.41,1451800800,215,0.0,19.84,0.0
30.34,clear-night,0.64,10.0,Clear,23.48,1010.72,7.02,0.1,1451804400,204,0.0,19.55,0.0
29.69,clear-night,0.65,10.0,Clear,22.94,1010.13,6.69,0.15,1451808000,195,0.0,19.48,0.0
29.02,clear-night,0.66,10.0,Clear,22.41,1009.23,6.34,0.07,1451811600,202,0.0,19.17,0.0
28.58,clear-night,0.68,10.0,Clear,21.37,1008.82,7.0,0.03,1451815200,197,0.0,19.32,0.0
27.43,clear-night,0.72,10.0,Clear,20.08,1008.53,6.88,0.01,1451818800,197,0.0,19.53,0.0
27.31,clear-night,0.73,10.0,Clear,20.25,1008.37,6.48,0.08,1451822400,201,0.0,19.76,0.0
28.15,clear-day,0.73,10.0,Clear,20.77,1008.59,7.12,0.16,1451826000,206,0.0,20.63,0.0
30.95,clear-day,0.68,10.0,Clear,23.74,1008.84,7.73,0.09,1451829600,211,0.0,21.49,0.0
34.07,clear-day,0.61,10.0,Clear,26.91,1008.71,8.81,0.11,1451833200,213,0.0,22.2,0.0
36.38,clear-day,0.56,10.0,Clear,30.05,1008.21,8.23,0.06,1451836800,232,0.0,22.37,0.0
37.47,clear-day,0.54,10.0,Clear,30.88,1007.36,9.21,0.11,1451840400,240,0.0,22.51,0.0
38.61,partly-cloudy-day,0.52,10.0,Partly Cloudy,31.14,1006.86,11.87,0.36,1451844000,247,0.0,22.63,0.0
39.12,partly-cloudy-day,0.52,10.0,Partly Cloudy,32.24,1006.83,10.7,0.26,1451847600,250,0.0,22.85,0.0
38.91,clear-day,0.52,10.0,Clear,32.55,1007.15,9.41,0.21,1451851200,260,0.0,22.94,0.0
38.26,partly-cloudy-day,0.54,10.0,Partly Cloudy,32.38,1007.69,8.18,0.28,1451854800,253,0.0,23.12,0.0
37.09,clear-night,0.57,10.0,Clear,31.35,1008.2,7.47,0.15,1451858400,254,0.0,23.18,0.0
35.8,clear-night,0.6,10.0,Clear,30.45,1008.86,6.44,0.1,1451862000,260,0.0,23.24,0.0
34.37,partly-cloudy-night,0.65,10.0,Partly Cloudy,29.23,1009.41,5.76,0.29,1451865600,246,0.0,23.93,0.0
34.23,clear-night,0.65,10.0,Clear,28.73,1009.95,6.22,0.24,1451869200,256,0.0,23.79,0.0
32.8,clear-night,0.7,10.0,Clear,28.35,1010.12,4.64,0.24,1451872800,232,0.0,23.98,0.0
31.78,clear-night,0.72,9.73,Clear,26.51,1010.07,5.35,0.08,1451876400,248,0.0,23.86,0.0
30.49,clear-night,0.75,9.7,Clear,23.96,1010.2,6.61,0.09,1451880000,265,0.0,23.64,0.0
28.38,clear-night,0.8,9.42,Clear,21.66,1010.32,6.31,0.14,1451883600,290,0.0,23.02,0.0
28.1,clear-night,0.78,9.64,Clear,20.09,1010.44,8.02,0.19,1451887200,280,0.0,22.06,0.0
27.75,clear-night,0.77,9.91,Clear,19.61,1010.77,8.09,0.24,1451890800,297,0.0,21.51,0.0
28.39,clear-night,0.69,9.78,Clear,18.98,1011.75,10.51,0.24,1451894400,306,0.0,19.61,0.0
27.39,partly-cloudy-night,0.65,9.59,Partly Cloudy,16.95,1012.12,12.07,0.34,1451898000,314,0.0,17.32,0.0
26.65,partly-cloudy-night,0.63,9.54,Partly Cloudy,16.39,1012.62,11.31,0.31,1451901600,320,0.0,15.67,0.0
24.51,partly-cloudy-night,0.63,9.65,Partly Cloudy,13.77,1013.64,11.19,0.31,1451905200,321,0.0,13.64,0.0
23.23,partly-cloudy-night,0.62,9.84,Partly Cloudy,12.43,1014.82,10.75,0.54,1451908800,323,0.0,12.14,0.0
21.43,clear-day,0.62,9.84,Clear,9.85,1015.7,11.32,0.0,1451912400,328,0.0,10.42,0.0
20.77,clear-day,0.6,8.82,Clear,8.5,1016.5,12.3,0.0,1451916000,344,0.0,9.28,0.0
20.31,partly-cloudy-day,0.59,9.22,Partly Cloudy,8.4,1017.55,11.43,0.38,1451919600,339,0.0,8.15,0.0
20.3,clear-day,0.56,9.44,Clear,7.92,1017.81,12.29,0.12,1451923200,346,0.0,6.95,0.0
20.69,clear-day,0.52,9.69,Clear,8.41,1017.6,12.27,0.22,1451926800,335,0.0,6.04,0.0
20.72,partly-cloudy-day,0.5,9.65,Partly Cloudy,9.36,1017.71,10.64,0.39,1451930400,341,0.0,5.19,0.0
20.51,clear-day,0.48,9.65,Clear,8.24,1017.98,12.17,0.16,1451934000,335,0.0,4.07,0.0
19.47,clear-day,0.46,10.0,Clear,6.53,1019.04,12.93,0.13,1451937600,341,0.0,2.27,0.0
17.21,clear-day,0.48,10.0,Clear,3.36,1020.29,13.55,0.06,1451941200,349,0.0,0.97,0.0
14.46,clear-night,0.52,10.0,Clear,-0.29,1021.76,13.82,0.03,1451944800,353,0.0,0.1,0.0
12.54,clear-night,0.52,10.0,Clear,-2.4,1023.24,13.22,0.04,1451948400,346,0.0,-1.66,0.0
10.98,clear-night,0.54,10.0,Clear,-3.46,1024.84,11.67,0.12,1451952000,350,0.0,-2.39,0.0
9.87,clear-night,0.56,10.0,Clear,-5.57,1026.2,12.86,0.1,1451955600,352,0.0,-2.47,0.0
8.89,clear-night,0.57,10.0,Clear,-6.69,1027.25,12.65,0.15,1451959200,356,0.0,-3.39,0.0
8.15,clear-night,0.57,10.0,Clear,-7.45,1028.23,12.36,0.06,1451962800,357,0.0,-3.99,0.0
7.17,clear-night,0.58,10.0,Clear,-7.89,1029.07,11.16,0.1,1451966400,355,0.0,-4.48,0.0
6.39,clear-night,0.58,10.0,Clear,-8.47,1029.62,10.61,0.03,1451970000,358,0.0,-5.3,0.0
6.1,clear-night,0.58,10.0,Clear,-8.36,1030.14,9.98,0.01,1451973600,355,0.0,-5.41,0.0
5.53,clear-night,0.6,10.0,Clear,-8.44,1030.95,9.19,0.01,1451977200,352,0.0,-5.44,0.0
5.3,clear-night,0.6,10.0,Clear,-7.31,1031.84,7.62,0.02,1451980800,345,0.0,-5.41,0.0
4.94,clear-night,0.62,10.0,Clear,-6.46,1032.32,6.4,0.03,1451984400,341,0.0,-5.27,0.0
4.8,clear-night,0.63,10.0,Clear,-7.36,1032.99,7.07,0.01,1451988000,338,0.0,-5.02,0.0
4.6,clear-night,0.64,10.0,Clear,-8.27,1034.02,7.73,0.01,1451991600,329,0.0,-4.86,0.0
4.36,clear-night,0.65,10.0,Clear,-7.41,1034.81,6.62,0.01,1451995200,343,0.0,-4.76,0.0
4.76,clear-day,0.65,10.0,Clear,-6.21,1035.62,6.0,0.01,1451998800,346,0.0,-4.54,0.0
7.75,clear-day,0.59,10.0,Clear,-4.15,1036.31,7.43,0.02,1452002400,348,0.0,-3.64,0.0
10.72,clear-day,0.53,10.0,Clear,0.48,1036.67,6.38,0.0,1452006000,348,0.0,-3.15,0.0
14.05,clear-day,0.46,10.0,Clear,4.55,1036.54,6.29,0.0,1452009600,335,0.0,-2.96,0.0
17.2,clear-day,0.4,10.0,Clear,9.06,1035.72,5.56,0.0,1452013200,352,0.0,-2.83,0.0
19.56,clear-day,0.35,10.0,Clear,12.24,1035.11,5.21,0.0,1452016800,337,0.0,-3.78,0.0
21.79,clear-day,0.34,10.0,Clear,12.44,1034.6,7.96,0.0,1452020400,326,0.0,-2.44,0.0
23.02,clear-day,0.3,10.0,Clear,16.31,1034.69,5.21,0.0,1452024000,312,0.0,-3.54,0.0
22.67,clear-day,0.34,10.0,Clear,22.67,1035.37,2.54,0.0,1452027600,262,0.0,-1.33,0.0
19.56,clear-night,0.4,10.0,Clear,14.67,1035.94,3.35,0.0,1452031200,242,0.0,-0.98,0.0
17.01,clear-night,0.5,10.0,Clear,17.01,1036.16,2.86,0.0,1452034800,275,0.0,1.73,0.0
14.26,clear-night,0.6,10.0,Clear,8.49,1036.37,3.43,0.0,1452038400,259,0.0,2.97,0.0
13.29,clear-night,0.66,10.0,Clear,7.74,1036.31,3.22,0.0,1452042000,261,0.0,3.94,0.0
12.31,clear-night,0.68,9.92,Clear,6.99,1036.29,3.03,0.0,1452045600,237,0.0,3.66,0.0
11.18,clear-night,0.72,10.0,Clear,4.2,1036.34,3.89,0.0,1452049200,230,0.0,3.81,0.0
10.68,clear-night,0.73,9.97,Clear,10.68,1036.09,2.28,0.0,1452052800,215,0.0,3.68,0.0
9.98,clear-night,0.74,10.0,Clear,1.81,1035.72,4.56,0.0,1452056400,249,0.0,3.4,0.0
9.25,clear-night,0.77,9.9,Clear,9.25,1035.05,2.06,0.0,1452060000,227,0.0,3.47,0.0
8.98,clear-night,0.76,10.0,Clear,0.86,1034.9,4.41,0.0,1452063600,263,0.0,2.9,0.0
8.32,clear-night,0.79,9.84,Clear,8.32,1034.88,1.04,0.0,1452067200,263,0.0,3.11,0.0
8.34,clear-night,0.74,9.85,Clear,-2.66,1034.64,6.66,0.0,1452070800,253,0.0,1.82,0.0
7.36,clear-night,0.73,9.8,Clear,7.36,1034.35,0.54,0.0,1452074400,247,0.0,0.54,0.0
7.07,clear-night,0.73,9.92,Clear,7.07,1034.53,1.96,0.0,1452078000,198,0.0,0.4,0.0
6.5,clear-night,0.74,10.0,Clear,6.5,1034.62,0.95,0.0,1452081600,249,0.0,0.04,0.0
7.6,clear-day,0.74,9.59,Clear,-0.55,1034.55,4.28,0.01,1452085200,217,0.0,0.95,0.0
12.82,clear-day,0.73,9.82,Clear,5.41,1034.38,4.34,0.03,1452088800,226,0.0,5.69,0.0
19.15,clear-day,0.6,9.92,Clear,12.9,1034.31,4.25,0.03,1452092400,213,0.0,7.75,0.0
25.74,clear-day,0.47,10.0,Clear,19.7,1033.58,5.03,0.03,1452096000,195,0.0,8.38,0.0
31.17,clear-day,0.36,10.0,Clear,25.66,1032.27,5.5,0.02,1452099600,206,0.0,7.29,0.0
35.16,clear-day,0.28,10.0,Clear,29.94,1031.07,6.08,0.03,1452103200,211,0.0,5.47,0.0
37.92,clear-day,0.24,10.0,Clear,32.81,1029.86,6.72,0.03,1452106800,216,0.0,4.09,0.0
39.31,clear-day,0.22,10.0,Clear,34.8,1029.28,6.19,0.03,1452110400,202,0.0,3.6,0.0
37.54,clear-day,0.25,10.0,Clear,32.56,1029.29,6.39,0.02,1452114000,194,0.0,4.63,0.0
31.18,clear-night,0.36,10.0,Clear,26.02,1029.26,5.11,0.0,1452117600,189,0.0,7.55,0.0
27.24,clear-night,0.46,9.95,Clear,22.14,1029.53,4.37,0.0,1452121200,198,0.0,9.17,0.0
24.61,clear-night,0.54,9.86,Clear,18.87,1029.64,4.56,0.0,1452124800,180,0.0,10.3,0.0
23.52,clear-night,0.55,10.0,Clear,18.38,1029.63,3.93,0.0,1452128400,196,0.0,9.84,0.0
21.81,clear-night,0.59,10.0,Clear,15.0,1029.53,5.1,0.0,1452132000,191,0.0,9.64,0.0
20.81,clear-night,0.61,10.0,Clear,14.78,1029.55,4.29,0.0,1452135600,192,0.0,9.59,0.0
19.63,clear-night,0.65,9.97,Clear,12.77,1029.19,4.8,0.0,1452139200,190,0.0,9.74,0.0
17.96,clear-night,0.7,9.85,Clear,17.96,1028.5,1.14,0.0,1452142800,131,0.0,9.78,0.0
16.47,clear-night,0.72,10.0,Clear,16.47,1027.95,2.38,0.01,1452146400,214,0.0,9.16,0.0
15.3,clear-night,0.75,9.9,Clear,15.3,1027.55,1.56,0.01,1452150000,219,0.0,8.95,0.0
14.72,clear-night,0.77,8.62,Clear,9.22,1027.36,3.31,0.01,1452153600,228,0.0,8.84,0.0
13.83,clear-night,0.78,9.93,Clear,8.58,1027.29,3.1,0.03,1452157200,195,0.0,8.14,0.0
12.61,clear-night,0.78,9.9,Clear,12.61,1027.55,1.12,0.02,1452160800,283,0.0,7.2,0.0
12.37,clear-night,0.8,9.93,Clear,12.37,1028.0,0.19,0.02,1452164400,333,0.0,7.47,0.0
11.52,clear-night,0.81,9.84,Clear,11.52,1028.19,1.32,0.05,1452168000,313,0.0,6.75,0.0
13.1,clear-day,0.8,9.7,Clear,13.1,1028.08,2.67,0.0,1452171600,339,0.0,8.01,0.0
19.06,clear-day,0.73,9.86,Clear,13.41,1028.24,3.81,0.0,1452175200,330,0.0,11.86,0.0
24.19,clear-day,0.62,9.92,Clear,24.19,1028.14,2.58,0.07,1452178800,357,0.0,13.24,0.0
29.13,clear-day,0.52,9.8,Clear,24.15,1027.39,4.55,0.0,1452182400,11,0.0,13.69,0.0
33.63,clear-day,0.39,9.95,Clear,29.94,1026.04,4.02,0.0,1452186000,29,0.0,11.39,0.0
37.09,clear-day,0.32,10.0,Clear,37.09,1024.89,1.49,0.08,1452189600,13,0.0,9.68,0.0
39.36,clear-day,0.28,10.0,Clear,39.36,1023.99,1.28,0.01,1452193200,19,0.0,9.31,0.0
40.96,clear-day,0.26,10.0,Clear,40.96,1024.01,1.24,0.03,1452196800,272,0.0,8.6,0.0
38.23,clear-day,0.34,10.0,Clear,38.23,1024.17,0.63,0.03,1452200400,202,0.0,12.03,0.0
30.74,clear-night,0.48,10.0,Clear,30.74,1024.65,0.22,0.03,1452204000,157,0.0,13.62,0.0
26.46,clear-night,0.58,10.0,Clear,26.46,1025.07,2.13,0.01,1452207600,16,0.0,13.53,0.0
24.22,clear-night,0.63,10.0,Clear,24.22,1025.48,2.41,0.01,1452211200,47,0.0,13.45,0.0
22.87,clear-night,0.67,10.0,Clear,18.05,1025.6,3.62,0.01,1452214800,9,0.0,13.68,0.0
21.28,clear-night,0.71,9.92,Clear,21.28,1025.08,2.93,0.01,1452218400,359,0.0,13.33,0.0
20.22,clear-night,0.74,9.93,Clear,15.44,1024.77,3.33,0.0,1452222000,10,0.0,13.28,0.0
19.09,clear-night,0.77,9.82,Clear,12.81,1024.64,4.26,0.0,1452225600,9,0.0,13.11,0.0
18.45,clear-night,0.77,9.87,Clear,18.45,1024.32,2.82,0.0,1452229200,16,0.0,12.58,0.0
17.63,clear-night,0.79,9.88,Clear,12.19,1024.2,3.52,0.0,1452232800,12,0.0,12.28,0.0
16.73,clear-night,0.81,9.57,Clear,10.86,1024.21,3.72,0.0,1452236400,12,0.0,11.84,0.0
17.11,clear-night,0.79,9.79,Clear,10.99,1024.14,3.92,0.0,1452240000,14,0.0,11.8,0.0
17.52,clear-night,0.78,9.77,Clear,10.5,1024.04,4.64,0.01,1452243600,10,0.0,11.9,0.0
17.13,clear-night,0.79,9.79,Clear,10.2,1024.38,4.52,0.06,1452247200,20,0.0,11.76,0.0
17.11,clear-night,0.8,9.89,Clear,9.31,1025.11,5.24,0.11,1452250800,18,0.0,11.96,0.0
17.36,clear-night,0.81,9.58,Clear,9.41,1025.08,5.42,0.06,1452254400,29,0.0,12.43,0.0
19.58,clear-day,0.79,9.54,Clear,13.76,1025.06,3.98,0.14,1452258000,22,0.0,14.13,0.0
25.16,clear-day,0.74,9.81,Clear,20.41,1025.54,3.81,0.08,1452261600,29,0.0,18.12,0.0
30.62,clear-day,0.67,10.0,Clear,25.43,1025.81,5.04,0.09,1452265200,43,0.0,20.95,0.0
34.33,clear-day,0.61,9.96,Clear,29.31,1025.43,5.6,0.11,1452268800,39,0.0,22.42,0.0
35.82,clear-day,0.6,10.0,Clear,31.25,1024.93,5.38,0.0,1452272400,40,0.0,23.38,0.0
37.51,partly-cloudy-day,0.59,10.0,Partly Cloudy,32.98,1024.54,5.73,0.33,1452276000,45,0.0,24.47,0.0
37.72,clear-day,0.61,10.0,Clear,32.97,1024.02,6.09,0.19,1452279600,57,0.0,25.65,0.0
37.48,clear-day,0.62,10.0,Clear,32.79,1024.01,5.96,0.0,1452283200,59,0.0,25.81,0.0
36.62,partly-cloudy-day,0.66,9.97,Partly Cloudy,32.78,1023.76,4.68,0.43,1452286800,58,0.0,26.41,0.0
35.7,clear-night,0.7,10.0,Clear,31.49,1023.73,4.92,0.0,1452290400,63,0.0,26.89,0.0
35.13,partly-cloudy-night,0.73,9.97,Partly Cloudy,31.0,1024.13,4.72,0.31,1452294000,54,0.0,27.32,0.0
34.96,partly-cloudy-night,0.74,9.82,Mostly Cloudy,30.33,1024.16,5.27,0.77,1452297600,65,0.0,27.61,0.0
34.67,clear-night,0.77,9.93,Clear,30.46,1024.22,4.71,0.0,1452301200,51,0.0,28.06,0.0
35.11,partly-cloudy-night,0.76,9.93,Partly Cloudy,35.11,1024.48,2.57,0.31,1452304800,52,0.0,28.34,0.0
34.98,cloudy,0.77,9.74,Overcast,34.98,1024.43,2.54,1.0,1452308400,57,0.0,28.38,0.0
34.52,clear-night,0.78,9.36,Clear,32.17,1024.86,3.01,,1452312000,78,0.0,28.31,0.0
34.6,partly-cloudy-night,0.78,8.55,Partly Cloudy,30.5,1024.56,4.58,0.31,1452315600,60,0.0,28.56,0.0
34.55,cloudy,0.81,8.24,Overcast,30.76,1024.0,4.26,1.0,1452319200,63,0.001,29.24,0.01
34.26,clear-night,0.83,8.55,Clear,31.37,1023.93,3.39,,1452322800,49,0.0,29.52,0.0
34.25,partly-cloudy-night,0.83,8.25,Partly Cloudy,31.27,1023.91,3.47,0.31,1452326400,70,0.0,29.75,0.0
34.21,cloudy,0.85,8.4,Overcast,30.69,1023.5,3.95,1.0,1452330000,56,0.0,30.2,0.0
34.31,clear-night,0.84,8.22,Clear,31.64,1023.29,3.22,,1452333600,64,0.0,30.12,0.0
34.43,clear-night,0.85,8.12,Clear,34.43,1023.47,2.31,,1452337200,62,0.0,30.46,0.0
34.27,partly-cloudy-night,0.86,7.26,Mostly Cloudy,34.27,1023.39,2.26,0.84,1452340800,64,0.0,30.59,0.0
34.62,partly-cloudy-day,0.87,7.61,Partly Cloudy,34.62,1023.42,2.91,0.31,1452344400,41,0.0,31.03,0.0
35.79,clear-day,0.84,8.46,Clear,35.79,1023.81,2.7,,1452348000,59,0.0,31.35,0.0
37.3,cloudy,0.81,9.29,Overcast,35.09,1024.7,3.18,1.0,1452351600,87,0.0,31.92,0.0
39.04,clear-day,0.77,9.36,Clear,35.99,1024.36,4.23,,1452355200,76,0.0,32.47,0.0
40.1,clear-day,0.75,9.36,Clear,36.89,1023.09,4.62,,1452358800,120,0.0,32.81,0.0
41.14,cloudy,0.72,9.43,Overcast,38.18,1022.54,4.53,1.0,1452362400,118,0.0,32.81,0.0
41.62,clear-day,0.71,9.48,Clear,37.97,1022.3,5.58,,1452366000,128,0.0,32.81,0.0
41.69,partly-cloudy-day,0.71,9.46,Partly Cloudy,38.82,1021.75,4.53,0.31,1452369600,100,0.0,33.01,0.0
41.05,partly-cloudy-day,0.73,9.18,Partly Cloudy,38.75,1021.86,3.76,0.41,1452373200,85,0.0,32.93,0.0
39.27,clear-night,0.77,8.78,Clear,36.6,1022.19,3.87,0.0,1452376800,74,0.0,32.68,0.0
38.57,clear-night,0.79,8.68,Clear,36.07,1022.66,3.59,,1452380400,89,0.0,32.71,0.0
37.95,cloudy,0.82,8.61,Overcast,34.45,1023.12,4.55,1.0,1452384000,92,0.0,32.96,0.0
37.42,partly-cloudy-night,0.83,8.45,Partly Cloudy,34.47,1022.9,3.86,0.31,1452387600,82,0.0,32.71,0.0
37.09,clear-night,0.84,8.59,Clear,33.77,1022.79,4.19,,1452391200,51,0.0,32.77,0.0
36.81,cloudy,0.85,8.14,Overcast,32.25,1022.4,5.59,1.0,1452394800,49,0.0,32.82,0.0
36.62,clear-night,0.87,7.78,Clear,33.72,1021.74,3.71,,1452398400,41,0.0,33.23,0.0
36.88,clear-night,0.87,7.61,Clear,34.05,1020.98,3.67,,1452402000,52,0.0,33.44,0.0
36.88,cloudy,0.88,7.85,Overcast,33.26,1019.95,4.47,1.0,1452405600,55,0.0,33.53,0.0
37.23,clear-night,0.88,7.1,Clear,32.94,1019.03,5.35,,1452409200,56,0.0,34.08,0.0
37.0,clear-night,0.89,7.74,Clear,34.65,1018.42,3.26,,1452412800,57,0.0,34.11,0.0
37.41,cloudy,0.89,7.05,Overcast,32.66,1017.55,6.03,1.0,1452416400,46,0.0,34.41,0.0
37.95,clear-night,0.89,8.08,Clear,33.16,1015.43,6.24,,1452420000,39,0.0,35.03,0.0
38.96,partly-cloudy-night,0.89,8.12,Partly Cloudy,34.74,1014.03,5.68,0.31,1452423600,56,0.0017,36.03,0.04
39.51,rain,0.9,6.64,Light Rain,35.15,1012.31,6.04,1.0,1452427200,62,0.0129,36.96,0.54
40.87,rain,0.91,5.01,Rain,36.73,1010.36,6.1,,1452430800,65,0.0599,38.5,0.75
43.75,rain,0.89,4.91,Rain,39.03,1008.37,8.26,,1452434400,88,0.0674,40.75,0.76
46.7,rain,0.9,3.74,Rain,42.77,1005.53,7.94,1.0,1452438000,99,0.0829,43.8,0.78
48.54,rain,0.92,3.11,Rain,47.45,1002.91,3.65,,1452441600,80,0.1429,46.21,0.83
49.69,rain,0.92,4.01,Rain,49.69,999.79,2.94,,1452445200,127,0.0787,47.4,0.77
50.55,rain,0.91,4.84,Light Rain,50.55,997.02,5.52,1.0,1452448800,137,0.0486,48.15,0.72
52.86,rain,0.91,5.29,Light Rain,52.86,994.61,7.28,,1452452400,151,0.0344,50.35,0.68
53.08,rain,0.93,5.52,Light Rain,53.08,993.21,7.06,,1452456000,152,0.0244,51.02,0.63
54.47,rain,0.92,6.31,Light Rain,54.47,991.7,10.5,0.6,1452459600,162,0.01,52.23,0.51
53.52,rain,0.9,6.96,Light Rain,53.52,991.0,9.68,0.31,1452463200,189,0.0125,50.55,0.54
51.15,rain,0.87,8.45,Light Rain,51.15,991.72,10.5,0.31,1452466800,205,0.0455,47.27,0.71
48.92,rain,0.88,9.54,Light Rain,46.38,992.18,6.01,0.26,1452470400,204,0.0187,45.67,0.6
47.46,clear-night,0.86,9.13,Clear,43.43,992.5,8.59,0.11,1452474000,203,0.0009,43.4,0.01
46.44,clear-night,0.84,9.01,Clear,42.22,993.05,8.48,0.19,1452477600,218,0.0,41.89,0.0
