temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,time,windBearing,precipIntensity,dewPoint,precipProbability
14.19,clear-night,0.59,9.96,Clear,5.2,1012.45,5.83,0.05,1453636800,347,0.0,2.67,0.0
14.81,clear-day,0.59,9.21,Clear,5.66,1013.15,6.1,0.04,1453640400,352,0.0,3.1,0.0
18.69,clear-day,0.53,9.57,Clear,9.19,1013.74,7.31,0.06,1453644000,351,0.0,4.4,0.0
22.48,clear-day,0.46,9.78,Clear,12.65,1013.87,8.86,0.01,1453647600,348,0.0,4.99,0.0
25.71,clear-day,0.42,10.0,Clear,18.44,1013.87,6.35,0.01,1453651200,346,0.0,5.94,0.0
28.57,clear-day,0.38,10.0,Clear,21.2,1013.22,7.22,0.03,1453654800,336,0.0,6.25,0.0
31.17,clear-day,0.34,10.0,Clear,23.76,1012.87,8.12,0.05,1453658400,339,0.0,6.06,0.0
33.17,clear-day,0.32,10.0,Clear,26.62,1012.79,7.44,0.0,1453662000,332,0.0,6.75,0.0
33.37,clear-day,0.32,10.0,Clear,26.27,1013.3,8.43,0.05,1453665600,313,0.0,6.51,0.0
31.59,clear-day,0.34,10.0,Clear,23.3,1014.11,9.84,0.08,1453669200,308,0.0,6.48,0.0
29.89,clear-night,0.37,10.0,Clear,23.98,1015.03,5.68,0.16,1453672800,313,0.0,6.65,0.0
28.74,clear-night,0.38,10.0,Clear,21.35,1015.73,7.29,0.22,1453676400,319,0.0,6.65,0.0
28.13,partly-cloudy-night,0.4,10.0,Partly Cloudy,22.11,1016.4,5.44,0.44,1453680000,318,0.0,7.06,0.0
27.36,partly-cloudy-night,0.42,10.0,Partly Cloudy,20.14,1017.04,6.7,0.31,1453683600,314,0.0,7.43,0.0
26.32,clear-night,0.45,10.0,Clear,20.57,1017.46,4.83,0.11,1453687200,312,0.0,7.95,0.0
25.92,clear-night,0.48,10.0,Clear,20.1,1017.84,4.84,0.14,1453690800,303,0.0,8.76,0.0
25.72,clear-night,0.49,10.0,Clear,19.44,1018.43,5.26,0.14,1453694400,303,0.0,9.4,0.0
25.13,clear-night,0.52,10.0,Clear,18.68,1018.72,5.32,0.12,1453698000,318,0.0,10.02,0.0
25.0,partly-cloudy-night,0.52,10.0,Partly Cloudy,17.5,1019.07,6.45,0.54,1453701600,331,0.0,10.04,0.0
24.33,clear-night,0.55,10.0,Clear,18.89,1019.82,4.27,0.14,1453705200,317,0.0,10.64,0.0
22.96,clear-night,0.59,10.0,Clear,18.58,1020.3,3.32,0.1,1453708800,311,0.0,10.72,0.0
20.7,clear-night,0.64,10.0,Clear,14.92,1020.99,4.08,0.06,1453712400,284,0.0,10.62,0.0
19.13,clear-night,0.69,10.0,Clear,10.16,1021.67,6.8,0.04,1453716000,295,0.0,10.52,0.0
17.43,clear-night,0.73,10.0,Clear,12.53,1022.42,3.17,0.04,1453719600,304,0.0,10.14,0.0
15.95,clear-night,0.78,9.9,Clear,15.95,1023.38,1.94,0.05,1453723200,307,0.0,10.19,0.0
16.47,clear-day,0.78,9.93,Clear,11.5,1024.23,3.14,0.05,1453726800,272,0.0,10.91,0.0
22.51,clear-day,0.68,10.0,Clear,22.51,1024.84,2.97,0.02,1453730400,302,0.0,13.49,0.0
28.0,clear-day,0.58,10.0,Clear,28.0,1025.44,0.97,0.07,1453734000,345,0.0,14.99,0.0
31.53,clear-day,0.52,10.0,Clear,31.53,1025.46,1.46,0.02,1453737600,283,0.0,15.97,0.0
34.08,clear-day,0.48,10.0,Clear,34.08,1024.85,0.91,0.04,1453741200,198,0.0,16.7,0.0
35.86,clear-day,0.46,10.0,Clear,33.03,1024.41,3.54,0.08,1453744800,203,0.0,17.05,0.0
37.03,clear-day,0.45,10.0,Clear,33.23,1024.05,4.7,0.0,1453748400,183,0.0,17.49,0.0
36.97,clear-day,0.45,10.0,Clear,32.21,1024.23,5.91,0.0,1453752000,174,0.0,17.69,0.0
36.25,clear-day,0.48,10.0,Clear,31.86,1024.42,5.25,0.04,1453755600,181,0.0,18.23,0.0
33.83,clear-night,0.52,10.0,Clear,29.75,1024.43,4.44,0.0,1453759200,158,0.0,18.15,0.0
31.0,clear-night,0.6,10.0,Clear,27.78,1024.67,3.29,0.05,1453762800,170,0.0,18.64,0.0
29.81,clear-night,0.63,9.93,Clear,24.33,1024.68,5.19,0.07,1453766400,182,0.0,18.95,0.0
29.25,clear-night,0.66,9.97,Clear,22.62,1025.1,6.41,0.01,1453770000,185,0.0,19.18,0.0
27.87,clear-night,0.68,9.9,Clear,21.42,1024.85,5.88,0.03,1453773600,169,0.0,18.79,0.0
26.87,clear-night,0.7,9.97,Clear,20.84,1024.37,5.21,0.03,1453777200,170,0.0,18.52,0.0
25.77,clear-night,0.72,9.93,Clear,18.83,1023.91,5.97,0.02,1453780800,185,0.0,18.03,0.0
26.13,clear-night,0.72,9.89,Clear,19.72,1023.45,5.47,0.0,1453784400,181,0.0,18.29,0.0
27.21,clear-night,0.71,9.82,Clear,20.92,1022.38,5.55,0.11,1453788000,174,0.0,19.04,0.0
27.62,clear-night,0.72,9.77,Clear,23.34,1021.84,3.74,0.01,1453791600,184,0.0,19.81,0.0
27.22,clear-night,0.74,9.68,Clear,21.18,1020.94,5.29,0.03,1453795200,188,0.0,20.18,0.0
25.95,clear-night,0.78,9.68,Clear,21.21,1019.86,3.9,0.05,1453798800,197,0.0,19.95,0.0
24.47,clear-night,0.81,9.34,Clear,19.69,1019.53,3.75,0.02,1453802400,187,0.0,19.5,0.0
25.2,clear-night,0.81,9.49,Clear,20.09,1018.77,4.1,0.03,1453806000,174,0.0,20.25,0.0
26.83,clear-night,0.81,9.12,Clear,19.25,1018.39,7.02,0.09,1453809600,191,0.0,21.7,0.0
30.05,clear-day,0.8,8.91,Clear,23.02,1017.41,7.17,0.01,1453813200,188,0.0,24.72,0.0
33.95,clear-day,0.75,9.22,Clear,27.14,1017.07,8.16,0.02,1453816800,204,0.0,26.96,0.0
37.74,clear-day,0.69,9.9,Clear,30.88,1016.26,9.92,0.19,1453820400,192,0.0,28.5,0.0
40.09,clear-day,0.67,9.97,Clear,33.13,1015.12,11.52,0.09,1453824000,199,0.0013,29.94,0.02
41.17,clear-day,0.63,10.0,Clear,35.07,1013.74,10.06,0.0,1453827600,192,0.0,29.66,0.0
42.95,partly-cloudy-day,0.59,10.0,Partly Cloudy,37.03,1012.77,10.71,0.28,1453831200,191,0.0,29.52,0.0
43.81,clear-day,0.58,10.0,Clear,38.24,1011.66,10.32,0.09,1453834800,191,0.0,30.2,0.0
44.29,clear-day,0.6,10.0,Clear,39.27,1011.03,9.22,0.09,1453838400,186,0.0,31.11,0.0
43.92,partly-cloudy-day,0.61,9.93,Partly Cloudy,38.49,1011.03,10.02,0.29,1453842000,191,0.0,31.23,0.0
42.64,clear-night,0.64,9.9,Clear,37.25,1010.77,9.22,0.2,1453845600,189,0.0,31.27,0.0
42.35,clear-night,0.65,9.87,Clear,36.44,1010.96,10.3,0.06,1453849200,189,0.0,31.39,0.0
42.01,clear-night,0.66,9.97,Clear,36.85,1011.2,8.39,0.19,1453852800,191,0.0,31.5,0.0
41.46,clear-night,0.68,9.87,Clear,36.24,1011.19,8.26,0.0,1453856400,200,0.0,31.53,0.0
41.12,clear-night,0.69,9.83,Clear,36.53,1011.52,6.91,0.0,1453860000,199,0.0,31.63,0.0
40.82,clear-night,0.68,10.0,Clear,35.88,1011.53,7.44,0.16,1453863600,206,0.0,31.15,0.0
39.89,partly-cloudy-night,0.69,10.0,Partly Cloudy,36.75,1011.9,4.49,0.26,1453867200,240,0.0,30.62,0.0
39.44,partly-cloudy-night,0.7,10.0,Partly Cloudy,33.74,1012.22,8.3,0.31,1453870800,255,0.0,30.4,0.0
39.46,partly-cloudy-night,0.68,10.0,Partly Cloudy,34.69,1012.09,6.67,0.57,1453874400,266,0.0,29.71,0.0
39.03,partly-cloudy-night,0.66,10.0,Partly Cloudy,34.85,1012.29,5.65,0.31,1453878000,285,0.0,28.8,0.0
38.72,partly-cloudy-night,0.65,10.0,Partly Cloudy,33.96,1012.29,6.41,0.31,1453881600,286,0.0,28.07,0.0
38.37,partly-cloudy-night,0.64,10.0,Partly Cloudy,32.91,1012.63,7.44,0.26,1453885200,298,0.0,27.16,0.0
37.89,clear-night,0.62,10.0,Clear,31.77,1013.03,8.46,0.2,1453888800,296,0.0,26.19,0.0
37.75,clear-night,0.61,10.0,Clear,32.24,1013.12,7.33,0.15,1453892400,294,0.0,25.7,0.0
37.19,partly-cloudy-night,0.62,10.0,Partly Cloudy,30.99,1013.77,8.33,0.25,1453896000,292,0.0,25.2,0.0
36.7,clear-day,0.61,10.0,Clear,31.16,1014.24,7.0,0.09,1453899600,293,0.0,24.61,0.0
37.48,clear-day,0.58,10.0,Clear,31.1,1014.6,8.79,0.08,1453903200,280,0.0,24.14,0.0
38.42,clear-day,0.54,10.0,Clear,30.58,1015.08,12.74,0.17,1453906800,295,0.0,23.38,0.0
39.9,clear-day,0.5,10.0,Clear,32.18,1014.95,13.52,0.05,1453910400,291,0.0,22.84,0.0
41.32,partly-cloudy-day,0.46,10.0,Partly Cloudy,33.54,1014.63,14.97,0.29,1453914000,291,0.0,22.25,0.0
42.18,partly-cloudy-day,0.43,10.0,Partly Cloudy,34.61,1014.36,15.09,0.44,1453917600,284,0.0,21.27,0.0
41.16,partly-cloudy-day,0.44,10.0,Partly Cloudy,33.71,1014.45,13.78,0.31,1453921200,288,0.0,20.67,0.0
40.55,clear-day,0.42,10.0,Clear,32.87,1015.32,13.96,0.24,1453924800,296,0.0,19.25,0.0
38.59,clear-day,0.42,10.0,Clear,29.55,1016.49,16.59,0.24,1453928400,298,0.0,17.4,0.0
35.97,clear-night,0.44,10.0,Clear,27.45,1017.11,12.83,0.22,1453932000,294,0.0,16.35,0.0
33.96,clear-night,0.47,10.0,Clear,25.99,1017.6,10.36,0.12,1453935600,299,0.0,15.91,0.0
31.93,clear-night,0.51,10.0,Clear,24.63,1018.57,8.23,0.05,1453939200,289,0.0,15.74,0.0
30.36,clear-night,0.53,10.0,Clear,23.4,1019.4,7.17,0.06,1453942800,295,0.0,15.31,0.0
29.11,clear-night,0.55,10.0,Clear,23.5,1019.64,5.19,0.02,1453946400,291,0.0,15.09,0.0
27.82,clear-night,0.59,10.0,Clear,21.89,1019.58,5.28,0.02,1453950000,302,0.0,15.37,0.0
26.34,clear-night,0.63,10.0,Clear,20.49,1019.38,4.94,0.02,1453953600,319,0.0,15.32,0.0
24.26,clear-night,0.67,10.0,Clear,24.26,1018.89,1.52,0.0,1453957200,280,0.0,15.08,0.0
21.64,clear-night,0.75,10.0,Clear,16.83,1018.68,3.49,0.0,1453960800,199,0.0,15.0,0.0
20.49,clear-night,0.77,9.97,Clear,15.95,1018.89,3.21,0.0,1453964400,178,0.0,14.52,0.0
19.27,clear-night,0.8,10.0,Clear,19.27,1018.84,2.08,0.01,1453968000,237,0.0,14.06,0.0
18.08,clear-night,0.83,10.0,Clear,18.08,1018.33,1.96,0.03,1453971600,215,0.0,13.93,0.0
17.68,clear-night,0.84,10.0,Clear,17.68,1017.9,2.68,0.04,1453975200,169,0.0,13.79,0.0
16.62,clear-night,0.85,9.93,Clear,16.62,1017.63,1.86,0.03,1453978800,218,0.0,13.03,0.0
15.84,clear-night,0.85,9.87,Clear,15.84,1017.21,2.18,0.03,1453982400,163,0.0,12.12,0.0
17.65,clear-day,0.84,9.82,Clear,17.65,1016.78,2.03,0.03,1453986000,136,0.0,13.7,0.0
23.82,clear-day,0.78,10.0,Clear,23.82,1016.17,2.02,0.03,1453989600,144,0.0,17.96,0.0
30.06,clear-day,0.62,10.0,Clear,24.42,1015.12,5.41,0.03,1453993200,176,0.0,18.54,0.0
34.42,clear-day,0.52,10.0,Clear,26.47,1014.17,10.54,0.03,1453996800,189,0.0,18.53,0.0
37.48,clear-day,0.48,10.0,Clear,28.87,1012.5,14.21,0.1,1454000400,187,0.0,19.82,0.0
39.3,clear-day,0.48,10.0,Clear,31.99,1010.92,11.94,0.14,1454004000,192,0.0,21.17,0.0
40.25,clear-day,0.48,10.0,Clear,32.29,1009.86,14.56,0.13,1454007600,192,0.0,22.28,0.0
40.45,clear-day,0.48,10.0,Clear,32.64,1009.11,14.26,0.06,1454011200,191,0.0,22.54,0.0
39.89,clear-day,0.49,10.0,Clear,32.41,1008.44,12.82,0.21,1454014800,194,0.0,22.41,0.0
38.17,clear-night,0.53,10.0,Clear,32.71,1008.19,7.38,0.06,1454018400,187,0.0,22.71,0.0
36.21,clear-night,0.58,10.0,Clear,31.08,1007.54,6.23,0.06,1454022000,182,0.0,22.95,0.0
33.97,clear-night,0.64,10.0,Clear,29.32,1007.62,5.08,0.17,1454025600,187,0.0,23.21,0.0
32.98,clear-night,0.67,10.0,Clear,28.37,1007.25,4.84,0.15,1454029200,186,0.0,23.35,0.0
31.61,clear-night,0.7,9.96,Clear,31.61,1006.15,2.84,0.06,1454032800,178,0.0,23.04,0.0
30.51,clear-night,0.74,9.96,Clear,25.0,1005.83,5.36,0.05,1454036400,158,0.0,23.28,0.0
30.38,clear-night,0.76,9.84,Clear,26.78,1005.12,3.52,0.17,1454040000,166,0.0,23.59,0.0
30.61,clear-night,0.76,9.87,Clear,24.8,1004.26,5.73,0.12,1454043600,164,0.0,23.93,0.0
30.17,partly-cloudy-night,0.77,9.43,Partly Cloudy,30.17,1003.69,2.68,0.35,1454047200,155,0.0,24.0,0.0
29.59,clear-night,0.78,9.06,Clear,26.38,1001.88,3.15,0.09,1454050800,169,0.0,23.68,0.0
28.89,partly-cloudy-night,0.8,8.75,Partly Cloudy,28.89,1000.76,2.11,0.25,1454054400,94,0.0,23.47,0.0
28.34,clear-night,0.82,9.18,Clear,28.34,1000.51,2.45,0.22,1454058000,178,0.0,23.69,0.0
28.46,clear-night,0.83,9.48,Clear,28.46,999.54,1.67,0.19,1454061600,338,0.0,23.99,0.0
28.26,clear-night,0.83,9.19,Clear,28.26,998.61,1.39,0.0,1454065200,63,0.0,23.9,0.0
28.21,partly-cloudy-night,0.82,9.59,Partly Cloudy,28.21,998.72,1.05,0.43,1454068800,328,0.0,23.31,0.0
27.86,clear-day,0.82,8.92,Clear,27.86,997.94,2.68,0.0,1454072400,352,0.0,23.04,0.0
30.43,clear-day,0.77,9.18,Clear,30.43,997.42,2.92,0.14,1454076000,0,0.0,24.24,0.0
33.32,partly-cloudy-day,0.71,8.31,Partly Cloudy,30.77,997.13,3.03,0.29,1454079600,329,0.0,24.94,0.0
35.24,clear-day,0.64,9.14,Clear,31.48,997.04,4.34,,1454083200,313,0.0,24.38,0.0
36.82,partly-cloudy-day,0.59,8.77,Partly Cloudy,33.65,996.19,4.0,0.26,1454086800,315,0.0018,24.02,0.04
36.56,partly-cloudy-day,0.64,7.31,Mostly Cloudy,31.03,995.8,6.94,0.77,1454090400,311,0.0,25.43,0.0
36.56,clear-day,0.67,8.02,Clear,30.66,996.1,7.56,,1454094000,299,0.0,26.49,0.0
36.12,clear-day,0.7,7.68,Clear,29.17,996.89,9.3,,1454097600,307,0.0023,27.34,0.06
35.3,partly-cloudy-day,0.7,8.06,Partly Cloudy,28.4,998.01,8.84,0.39,1454101200,308,0.0009,26.41,0.01
34.25,clear-night,0.69,9.57,Clear,26.41,999.27,10.23,0.09,1454104800,294,0.0,25.11,0.0
32.84,partly-cloudy-night,0.68,9.4,Partly Cloudy,24.17,1000.64,11.25,0.27,1454108400,299,0.0,23.51,0.0
31.54,partly-cloudy-night,0.68,9.81,Partly Cloudy,22.09,1002.04,12.27,0.29,1454112000,300,0.0,22.12,0.0
30.32,clear-night,0.67,9.15,Clear,20.5,1003.45,12.39,0.06,1454115600,301,0.0,20.8,0.0
29.08,clear-night,0.67,9.64,Clear,18.63,1004.6,13.09,0.19,1454119200,293,0.0,19.62,0.0
28.35,clear-night,0.66,10.0,Clear,18.87,1005.62,10.62,0.2,1454122800,293,0.0,18.36,0.0
27.86,clear-night,0.65,10.0,Clear,18.54,1006.98,10.11,0.07,1454126400,299,0.0,17.65,0.0
26.96,clear-night,0.67,10.0,Clear,17.63,1007.9,9.72,0.07,1454130000,295,0.0,17.35,0.0
26.48,clear-night,0.67,10.0,Clear,17.98,1008.69,8.2,0.14,1454133600,296,0.0,17.19,0.0
26.05,clear-night,0.69,10.0,Clear,17.29,1010.02,8.45,0.0,1454137200,301,0.0,17.23,0.0
25.97,clear-night,0.69,10.0,Clear,16.82,1011.52,9.04,0.05,1454140800,292,0.0,17.24,0.0
25.34,clear-night,0.7,10.0,Clear,16.98,1012.25,7.65,0.07,1454144400,298,0.0,17.03,0.0
24.93,clear-night,0.7,10.0,Clear,17.27,1013.57,6.63,0.0,1454148000,292,0.0,16.71,0.0
24.83,clear-night,0.7,10.0,Clear,17.32,1014.98,6.43,0.03,1454151600,294,0.0,16.62,0.0
23.97,clear-night,0.73,10.0,Clear,15.63,1016.47,7.23,0.12,1454155200,291,0.0,16.58,0.0
25.14,clear-day,0.72,10.0,Clear,17.94,1016.57,6.14,0.09,1454158800,296,0.0,17.45,0.0
27.18,clear-day,0.67,10.0,Clear,21.26,1017.17,5.15,0.0,1454162400,270,0.0,17.8,0.0
28.4,clear-day,0.65,10.0,Clear,22.24,1017.08,5.65,0.18,1454166000,265,0.0,18.15,0.0
29.82,clear-day,0.63,10.0,Clear,24.86,1016.93,4.65,0.11,1454169600,267,0.0,18.74,0.0
31.76,clear-day,0.59,10.0,Clear,27.44,1016.14,4.34,0.15,1454173200,214,0.0,19.14,0.0
34.04,clear-day,0.55,10.0,Clear,28.57,1015.18,6.12,0.18,1454176800,189,0.0,19.72,0.0
36.14,clear-day,0.51,10.0,Clear,29.14,1014.49,9.41,0.1,1454180400,182,0.0,19.95,0.0
37.92,clear-day,0.46,10.0,Clear,31.56,1014.04,8.95,0.11,1454184000,179,0.0,19.24,0.0
37.95,clear-day,0.45,10.0,Clear,30.99,1013.72,10.26,0.1,1454187600,179,0.0,18.63,0.0
36.47,clear-night,0.48,10.0,Clear,29.46,1013.29,9.6,0.03,1454191200,178,0.0,18.67,0.0
34.79,clear-night,0.51,10.0,Clear,27.25,1013.58,9.87,0.08,1454194800,183,0.0,18.5,0.0
34.94,clear-night,0.53,10.0,Clear,27.03,1013.47,10.72,0.15,1454198400,186,0.0,19.39,0.0
34.74,clear-night,0.54,10.0,Clear,26.56,1013.44,11.22,0.06,1454202000,195,0.0,19.81,0.0
35.12,clear-night,0.54,10.0,Clear,26.7,1013.27,12.02,0.0,1454205600,195,0.0,20.2,0.0
35.39,partly-cloudy-night,0.54,10.0,Partly Cloudy,26.72,1013.27,12.84,0.4,1454209200,196,0.0,20.31,0.0
35.72,clear-night,0.51,10.0,Clear,28.31,1013.47,10.05,0.21,1454212800,200,0.0,19.6,0.0
35.51,clear-night,0.51,10.0,Clear,28.49,1013.28,9.15,0.09,1454216400,191,0.0,19.0,0.0
35.28,clear-night,0.51,10.0,Clear,27.42,1012.89,10.82,0.13,1454220000,197,0.0,19.15,0.0
35.01,clear-night,0.52,10.0,Clear,28.22,1012.91,8.51,0.0,1454223600,192,0.0,19.39,0.0
34.95,clear-night,0.54,10.0,Clear,28.03,1012.61,8.72,0.03,1454227200,194,0.0,20.14,0.0
34.24,clear-night,0.57,10.0,Clear,28.21,1012.37,6.99,0.09,1454230800,188,0.0,20.56,0.0
33.56,clear-night,0.6,10.0,Clear,27.38,1012.45,6.99,0.08,1454234400,189,0.0,21.14,0.0
33.35,clear-night,0.61,10.0,Clear,27.86,1012.58,5.96,0.0,1454238000,180,0.0,21.39,0.0
32.84,clear-night,0.64,10.0,Clear,27.13,1013.09,6.13,0.1,1454241600,178,0.0,22.05,0.0
33.23,clear-day,0.66,10.0,Clear,26.99,1013.23,6.99,0.04,1454245200,182,0.0,23.1,0.0
35.91,clear-day,0.6,10.0,Clear,30.29,1013.09,6.86,0.1,1454248800,179,0.0,23.27,0.0
38.48,clear-day,0.54,9.97,Clear,33.55,1013.23,6.61,0.14,1454252400,198,0.0,23.5,0.0
42.25,clear-day,0.48,10.0,Clear,37.96,1012.55,6.8,0.04,1454256000,158,0.0,23.98,0.0
45.48,clear-day,0.44,10.0,Clear,41.95,1011.65,6.59,0.18,1454259600,186,0.0,24.7,0.0
48.03,clear-day,0.41,10.0,Clear,45.19,1010.93,6.25,0.21,1454263200,175,0.0,25.52,0.0
50.22,clear-day,0.39,10.0,Clear,50.22,1010.17,4.54,0.13,1454266800,190,0.0,26.27,0.0
50.81,clear-day,0.4,10.0,Clear,50.81,1009.89,5.54,0.09,1454270400,184,0.0,27.37,0.0
51.61,clear-day,0.4,9.97,Clear,51.61,1009.66,6.93,0.16,1454274000,178,0.0,28.27,0.0
48.76,clear-night,0.46,10.0,Clear,45.96,1009.58,6.44,0.06,1454277600,181,0.0,28.7,0.0
44.55,clear-night,0.54,10.0,Clear,40.67,1009.66,6.9,0.08,1454281200,180,0.0,28.8,0.0
41.48,clear-night,0.59,9.97,Clear,37.57,1009.66,5.92,0.06,1454284800,189,0.0,28.36,0.0
40.05,clear-night,0.63,10.0,Clear,35.14,1009.53,7.11,0.02,1454288400,188,0.0,28.3,0.0
38.68,clear-night,0.66,10.0,Clear,34.06,1009.27,6.18,0.04,1454292000,171,0.0,28.42,0.0
38.24,clear-night,0.69,9.93,Clear,33.74,1008.96,5.88,0.05,1454295600,190,0.0,28.95,0.0
39.76,clear-night,0.67,10.0,Clear,35.56,1008.28,5.86,0.0,1454299200,180,0.0,29.72,0.0
39.49,clear-night,0.7,9.93,Clear,34.59,1007.61,6.88,0.0,1454302800,187,0.0,30.55,0.0
38.14,clear-night,0.75,9.83,Clear,32.64,1006.43,7.44,0.09,1454306400,201,0.0,31.05,0.0
38.92,clear-night,0.77,9.82,Clear,33.18,1005.65,8.19,0.0,1454310000,194,0.0,32.22,0.0
38.51,clear-night,0.79,9.82,Clear,32.96,1005.05,7.66,0.01,1454313600,191,0.0,32.59,0.0
38.53,clear-night,0.79,9.79,Clear,33.09,1004.63,7.47,0.06,1454317200,202,0.0,32.71,0.0
38.92,clear-night,0.79,9.75,Clear,32.33,1004.4,9.94,0.02,1454320800,199,0.0,33.02,0.0
40.12,clear-night,0.78,9.7,Clear,34.39,1004.45,8.68,0.03,1454324400,199,0.0,33.94,0.0
39.66,clear-night,0.8,9.65,Clear,34.94,1004.83,6.64,0.18,1454328000,201,0.0,34.0,0.0
40.88,clear-day,0.8,9.45,Clear,35.65,1005.43,8.03,0.06,1454331600,198,0.0,35.04,0.0
45.81,clear-day,0.7,9.76,Clear,42.14,1005.92,7.0,0.06,1454335200,200,0.0,36.72,0.0
50.27,clear-day,0.62,10.0,Clear,50.27,1006.55,6.0,0.1,1454338800,226,0.0,37.59,0.0
54.26,clear-day,0.54,10.0,Clear,54.26,1007.1,11.28,0.24,1454342400,268,0.0,37.81,0.0
54.02,clear-day,0.51,10.0,Clear,54.02,1007.5,14.66,0.18,1454346000,285,0.0,36.31,0.0
52.38,clear-day,0.48,10.0,Clear,52.38,1008.19,13.42,0.19,1454349600,297,0.0,33.37,0.0
50.99,clear-day,0.45,10.0,Clear,50.99,1008.68,13.59,0.04,1454353200,304,0.0,30.45,0.0
49.17,clear-day,0.45,10.0,Clear,44.3,1009.93,12.27,0.04,1454356800,305,0.0,28.6,0.0
47.34,clear-day,0.47,10.0,Clear,42.11,1011.45,11.9,0.12,1454360400,302,0.0,27.97,0.0
45.46,clear-night,0.49,10.0,Clear,40.51,1012.45,9.73,0.1,1454364000,301,0.0,27.5,0.0
43.75,clear-night,0.52,10.0,Clear,38.51,1013.63,9.45,0.04,1454367600,309,0.0,27.06,0.0
42.44,clear-night,0.53,10.0,Clear,37.49,1014.73,8.16,0.13,1454371200,317,0.0,26.59,0.0
40.2,clear-night,0.57,10.0,Clear,35.52,1015.29,6.77,0.0,1454374800,325,0.0,26.1,0.0
38.87,clear-night,0.59,10.0,Clear,34.75,1015.93,5.52,0.03,1454378400,323,0.0,25.6,0.0
37.11,clear-night,0.62,10.0,Clear,33.83,1016.65,4.14,0.07,1454382000,318,0.0,25.24,0.0
35.26,clear-night,0.66,10.0,Clear,31.72,1017.24,4.11,0.01,1454385600,318,0.0,24.88,0.0
33.32,clear-night,0.69,10.0,Clear,28.85,1018.02,4.75,0.03,1454389200,302,0.0,24.27,0.0
31.34,clear-night,0.73,10.0,Clear,31.34,1018.75,2.06,0.07,1454392800,326,0.0,23.82,0.0
29.74,clear-night,0.77,10.0,Clear,25.5,1019.4,3.97,0.03,1454396400,313,0.0,23.46,0.0
28.72,clear-night,0.79,10.0,Clear,24.32,1020.25,3.97,0.02,1454400000,304,0.0,22.99,0.0
28.43,clear-night,0.79,10.0,Clear,22.04,1020.94,5.93,0.12,1454403600,285,0.0,22.63,0.0
27.65,clear-night,0.81,10.0,Clear,23.03,1021.43,4.02,0.1,1454407200,245,0.0,22.66,0.0
26.78,clear-night,0.83,10.0,Clear,26.78,1022.1,2.31,0.0,1454410800,250,0.0,22.41,0.0
25.64,clear-night,0.84,10.0,Clear,25.64,1023.02,1.33,0.06,1454414400,268,0.0,21.53,0.0
28.01,clear-day,0.83,10.0,Clear,28.01,1024.65,1.09,0.12,1454418000,277,0.0,23.59,0.0
34.78,clear-day,0.73,10.0,Clear,30.14,1026.05,5.24,0.12,1454421600,308,0.0,27.02,0.0
39.42,clear-day,0.6,10.0,Clear,33.62,1026.26,8.52,0.09,1454425200,309,0.0,26.74,0.0
42.14,clear-day,0.49,10.0,Clear,36.55,1026.38,9.39,0.04,1454428800,321,0.0,24.22,0.0
44.07,clear-day,0.45,10.0,Clear,40.18,1026.59,6.74,0.12,1454432400,310,0.0,24.25,0.0
45.24,clear-day,0.42,10.0,Clear,41.24,1026.23,7.43,0.08,1454436000,297,0.0,23.45,0.0
46.33,clear-day,0.38,10.0,Clear,43.84,1025.14,5.1,0.01,1454439600,334,0.0,22.32,0.0
46.96,clear-day,0.36,10.0,Clear,45.46,1025.18,3.87,0.01,1454443200,332,0.0,21.5,0.0
46.68,clear-day,0.35,10.0,Clear,45.14,1025.76,3.87,0.01,1454446800,312,0.0,20.77,0.0
42.37,clear-day,0.43,10.0,Clear,42.37,1026.54,1.75,0.03,1454450400,256,0.0,21.55,0.0
35.95,clear-night,0.56,9.96,Clear,35.95,1027.45,2.28,0.03,1454454000,185,0.0,21.65,0.0
31.51,clear-night,0.68,10.0,Clear,31.51,1028.28,1.41,0.03,1454457600,153,0.0,22.11,0.0
29.86,clear-night,0.72,10.0,Clear,29.86,1028.8,1.47,0.01,1454461200,174,0.0,22.01,0.0
29.61,clear-night,0.72,10.0,Clear,29.61,1028.35,1.87,0.06,1454464800,38,0.0,21.81,0.0
29.77,clear-night,0.75,10.0,Clear,29.77,1028.1,0.8,0.08,1454468400,158,0.0,22.86,0.0
30.85,clear-night,0.73,10.0,Clear,30.85,1027.49,2.21,0.0,1454472000,82,0.0,23.1,0.0
30.42,clear-night,0.73,10.0,Clear,24.75,1026.81,5.52,0.04,1454475600,116,0.0,22.81,0.0
30.67,clear-night,0.73,10.0,Clear,24.42,1026.79,6.28,0.14,1454479200,107,0.0,22.91,0.0
30.88,clear-night,0.72,10.0,Clear,27.32,1026.62,3.55,0.0,1454482800,108,0.0,23.02,0.0
30.77,clear-night,0.73,10.0,Clear,26.48,1026.26,4.16,0.0,1454486400,125,0.0,23.16,0.0
30.69,clear-night,0.74,10.0,Clear,25.93,1025.98,4.6,0.1,1454490000,113,0.0,23.46,0.0
31.53,clear-night,0.75,10.0,Clear,31.53,1025.85,1.96,0.18,1454493600,176,0.0,24.51,0.0
33.61,clear-night,0.75,10.0,Clear,30.69,1025.11,3.34,,1454497200,122,0.0,26.57,0.0
