Date,use [kW]_x,gen [kW]_x,GuestHouseKitchen [kW]_x,GuestHouseKitchen [kW].1_x,GroundSourceHeatPump [kW]_x,Photovoltaics [kW]_x,WellPump [kW]_x,Range [kW]_x,SecondFloorBathroom [kW]_x,PanelReceptacles [kW]_x,KitchenReceptacles [kW]_x,KitchenReceptacles [kW].1,Microwave [kW]_x,Refrigerator [kW]_x,use [kW]_y,gen [kW]_y,FreshAirVentilation [kW],HousePanel [kW],LivingRoomReceptacles [kW],SecondFloorBathroom [kW]_y,WashingMachine [kW],Studies&amp;OutsideLighting [kW],DiningRoomReceptacles [kW],Basement&amp;HallLighting [kW],GuestHouseBathroom [kW],GuestHouseBedroom [kW],WorkshopReceptacleBathHeater [kW],GuestHouseKitchen [kW]_y,GuestHouseKitchen [kW].1_y,GroundSourceHeatPump [kW]_y,Photovoltaics [kW]_y,WellPump [kW]_y,Range [kW]_y,SecondFloorBathroom [kW].1,PanelReceptacles [kW]_y,KitchenReceptacles [kW]_y,Microwave [kW]_y,Refrigerator [kW]_y,NetHousePowerUsage [kW]_x,GarageReceptacles&amp;Lights [kW]_x,GarageReceptacles [kW]_x,ShedReceptacles [kW]_x,ShedLights [kW]_x,PanelReceptacles [kW].1,GaragePV [kW]_x,GuestHouseLivingRoom [kW]_x,MasterBedroom [kW]_x,HeatCirculatorPumps [kW]_x,DomesticHotWaterReserve [kW]_x,MasterBathroom [kW]_x,KitchenIsland [kW]_x,RadiantHeatReserveTank [kW]_x,BasementReceptacles [kW]_x,Dryer [kW]_x,KitchenLighting [kW]_x,GuestHouseDiningRoomRecept [kW]_x,Porch+VerandaLighting [kW]_x,use [kW]_x,gen [kW]_x,GuestHouseLivingRoom [kW]_y,MasterBedroom [kW]_y,HeatCirculatorPumps [kW]_y,DomesticHotWaterReserve [kW]_y,MasterBathroom [kW]_y,KitchenIsland [kW]_y,RadiantHeatReserveTank [kW]_y,BasementReceptacles [kW]_y,Dryer [kW]_y,KitchenLighting [kW]_y,GuestHouseDiningRoomRecept [kW]_y,Porch+VerandaLighting [kW]_y,use [kW]_y,gen [kW]_y,NetHousePowerUsage [kW]_y,GarageReceptacles [kW]_y,GarageReceptacles&amp;Lights [kW]_y,ShedReceptacles [kW]_y,ShedLights [kW]_y,PanelReceptacles [kW],GaragePV [kW]_y
2015-09-26,0.0,0.0,0.038066668,0.018850558,2.715241111,31.520332222999997,0.7287855550000001,4.389415001,0.6554891640000001,0.08958916600000001,0.44598388999999994,0.308584443,0.211446947,1.7378611099999997,12.366871945000002,51.519562221000015,0.7585747219999999,30.947686387,0.8374769440000002,0.026428333,0.016697221,0.088756391,0.001530554,0.17419638699999998,0.052130835,0.04457972399999999,1.782755556,0.062046667,0.04284139000000001,2.923870555,33.81316527799999,0.781851944,4.389414445,0.703754445,0.11007861099999998,0.503258609,0.233614168,1.873335832,25.024377224,0.010657222,0.32564027900000003,0.010846387,0.036231388999999996,0.08311916500000001,17.706396943999994,0.09200389300000002,0.12263750199999998,0.08797472299999999,0.070762223,0.078330276,0.049810555000000006,0.063673611,0.10582916499999999,0.005617778000000001,0.31917249900000005,0.0011536129999999997,0.037053332,0.0,0.0,0.2747611160000001,0.3822600010000001,0.257387782,0.187484444,0.21782333000000004,0.10329444400000003,0.15899777599999998,0.330984445,0.02247333099999999,1.096516665,0.005084441999999999,0.05225667200000002,0.0,0.0,94.83074444700004,1.2078544459999996,0.04301444700000002,0.04350222599999999,0.05823777700000002,0.24363777299999995,64.84140222399999
2015-09-27,0.0,0.0,0.037182223,0.018780555,3.2274211109999995,33.34788666600001,1.558142222,0.5803422249999998,0.6033088879999999,0.08937805499999998,0.5052305540000002,0.03756861000000001,0.23371833700000003,1.3880074999999998,11.412263889,54.62938861399999,0.8049138889999998,23.914690000999997,0.48696999700000004,0.022212499000000004,0.682947775,0.062249168,0.0018300000000000002,0.23968083400000004,0.05152944500000001,0.04414722100000001,1.7727033319999999,0.061164167,0.042772499,3.471853055,35.778330278000006,1.6704205529999998,0.5803411129999999,0.6474702799999998,0.10991416400000002,0.558254443,0.25728444399999995,1.49949111,22.08805,0.006868611000000001,0.33683583400000006,0.011418888000000004,0.029377498,0.08115527500000001,18.871804445000002,0.090452221,0.263469444,0.08892166400000001,0.066362501,0.24235277900000005,1.3465025000000002,0.05658638999999999,0.10429694299999999,0.006339447999999998,0.068303889,0.003500275,0.058504720999999996,0.0,0.0,0.26823999900000006,0.9041222240000001,0.26131333199999995,0.17058000099999995,0.8246611099999998,4.859871115000001,0.13652222299999997,0.3248922210000001,0.025355555000000005,0.17052221799999998,0.015337781,0.13292667,0.0,0.0,85.60285222099999,1.2469422259999998,0.03217111799999999,0.04685555500000001,0.05980999900000001,0.23411666900000005,69.08895555999999
2015-09-28,0.0,0.0,0.037762778000000004,0.018925276999999994,1.0984016660000002,22.572423335000003,0.887033334,0.19309277800000002,0.5595869440000001,0.089129445,0.15650360999999996,0.062173333000000004,0.134795834,1.304144722,4.359958332,39.15965861000001,0.7262238889999999,24.025806111000005,0.07241610999999999,0.018492778,0.018297777000000008,0.042425554,0.001513611,0.064156666,0.052259444,0.044516944,1.778828332,0.061744723,0.04291833199999999,1.185595279,24.192632503,0.949064166,0.19309333300000003,0.5994749989999999,0.109520556,0.15650360999999996,0.151710557,1.410410554,20.30953583300001,0.006818334999999999,0.331977222,0.008832225000000003,0.011070278000000001,0.07986444699999998,14.967026112,0.09187666600000001,0.07782833600000001,0.08680305399999999,0.070884442,0.07329305500000001,0.08110777899999998,0.064058889,0.10574166500000001,0.005695,0.039194725,0.0009688889999999998,0.013149445,0.0,0.0,0.274359998,0.21563221899999996,0.25265110700000004,0.18790889600000013,0.19730222199999994,0.2290144489999999,0.16044222499999994,0.3307455559999999,0.022780001999999997,0.06069778000000001,0.003955555,0.04312333799999996,0.0,0.0,76.05228666400001,1.2302911120000002,0.027758886000000003,0.03606555800000001,0.04512555599999999,0.225772219,54.828404441999986
2015-09-29,0.0,0.0,0.037322221,0.018904168999999995,0.458479446,10.325261111,0.26939333299999996,0.0047177799999999995,0.556185832,0.08835749999999998,0.008666941999999999,0.036605278000000005,0.13403361000000003,1.2227347219999998,2.6087574989999998,18.121637223,0.7392349990000001,12.198237499000003,0.072494444,0.018618054000000002,0.017811667000000003,0.039908611999999996,0.001618612,0.043837775999999995,0.052276667,0.04382694400000001,1.7662766680000002,0.06130805500000001,0.04289777900000001,0.49734694599999996,11.057994998,0.28988361100000004,0.004717781,0.596402774,0.10886055699999998,0.008666664000000001,0.150488887,1.324539446,9.521696947,0.005622222999999999,0.31330639000000005,0.008332778,0.004694722000000001,0.065425556,7.0636422219999995,0.09133138799999999,0.07723999999999999,0.08566610800000002,0.06969805500000001,0.0728525,0.07955361,0.06251611,0.10516833400000002,0.005981665000000001,0.038453332,0.0008422229999999999,0.01149889,0.0,0.0,0.2721711080000001,0.213269996,0.24787111399999995,0.183033334,0.19552111499999994,0.22260444599999998,0.15419111200000013,0.3287511089999998,0.02392667,0.057840001999999995,0.003482223000000001,0.045995561,0.0,0.0,36.673217777000026,1.1609844420000004,0.023052225999999995,0.033593334,0.01971444200000001,0.16651555799999992,25.920357780999996
2015-09-30,0.0,0.0,0.037419998999999995,0.018973888999999997,0.460147778,3.5561349999999994,0.26811500099999996,0.003979997000000001,0.5575483339999999,0.088709166,0.008583055000000001,0.036969444,0.13452194400000003,1.1918208339999998,2.5744208330000005,6.331986666999999,0.724713335,6.250413612,0.07276749900000001,0.018723610999999998,0.017961113,0.041573611,0.0017352770000000001,0.043920278,0.052358054999999994,0.043909166000000006,1.7710394430000003,0.06140611,0.042967223,0.499075275,3.7880277770000004,0.288613612,0.003979999,0.5979166680000001,0.109279723,0.008583055000000001,0.15096027700000003,1.2928077770000002,3.9426875,0.004911668000000001,0.312815279,0.008286111999999998,0.000930557,0.057281666,2.562741668000001,0.09182361099999997,0.077729165,0.08598111200000001,0.07042583499999999,0.07308222400000002,0.07994416500000001,0.06255555799999998,0.10555750199999998,0.00623111,0.03887694399999999,0.0007641670000000001,0.012034724000000002,0.0,0.0,0.27389333600000004,0.21521777399999997,0.248994445,0.18595556400000002,0.19644000400000003,0.22414444300000008,0.15429111299999998,0.32975888800000003,0.024926667000000003,0.059541109999999974,0.003074444999999998,0.04813888499999999,0.0,0.0,15.883979998999997,1.1591255529999993,0.019655552000000003,0.03314555600000001,0.004586662000000003,0.13322110399999992,9.464924443
2015-10-01,0.0,0.0,0.03743972200000001,0.019012222,0.4608155529999999,13.343328888999999,0.7954316649999998,0.004592223,0.5577333350000001,0.08864527699999998,0.008419443999999998,0.036916388,0.13482055499999998,1.220178889,3.162421113,23.116319723000004,0.746925,14.962534168000001,0.072287224,0.018858886000000005,0.018551668,0.036773058,0.0017208309999999997,0.04416361199999999,0.05234555299999999,0.044449444,1.7759141670000003,0.061428612000000014,0.034558055,0.4992116669999999,14.287097500999998,0.855523334,0.004592222000000001,0.5975455559999999,0.108990275,0.008419721999999998,0.15143555600000003,1.322583888,12.211644444999996,0.005363614,0.315456664,0.008215558,0.006039167999999999,0.07005999999999998,8.829222221000004,0.091675275,0.077878611,0.08636833499999998,0.071399165,0.07295805600000001,0.07954805599999999,0.06421500100000001,0.10570388899999998,0.005702777999999999,0.038345001000000004,0.0007197219999999998,0.011414997999999999,0.0,0.0,0.27345333800000005,0.21578555599999993,0.25067000100000003,0.18992667200000007,0.19593777900000012,0.22250888799999996,0.16096000400000007,0.33063111300000003,0.022808887000000007,0.057397778,0.0030788920000000006,0.04565889100000001,0.0,0.0,46.178062224,1.1695899959999996,0.021829998999999996,0.03338222100000002,0.025118889999999994,0.1852533320000001,32.382244444
2015-10-02,0.0,0.0,0.036978053999999996,0.019024999999999997,2.328683888,8.859731111,0.29489555600000006,0.004085554999999999,0.556756112,0.08838611,0.007601667999999999,0.037371389000000005,0.200565834,1.008270556,3.7680661120000005,15.574453056999998,0.7259483339999999,12.059274165,0.07151889,0.01856472,0.018454998,0.03998444500000001,0.0023058339999999997,0.172908887,0.05176139000000001,0.044357778,1.7690144429999999,0.060959721999999994,0.019025,2.502967498,9.492457776,0.31706833200000006,0.004085555,0.5968338879999999,0.10894805699999999,0.0076016669999999995,0.22258694200000004,1.0973188889999999,8.675624722,0.009280833,0.33096555499999997,0.008047499000000001,0.004290556000000001,3.419601945,6.083360831000001,0.09136583199999998,0.161041944,0.08644666699999998,0.070425,0.073976946,0.07963028100000001,0.06366694399999999,0.10534500299999999,0.004927779,0.18514805399999998,0.000803056,0.025393613,0.0,0.0,0.2722844439999999,0.5226588909999998,0.25120221700000006,0.18601999999999994,0.20006222399999993,0.22295777799999994,0.158784441,0.32937777999999995,0.01971111,0.599914444,0.003325557,0.10157444000000002,0.0,0.0,33.94561221900001,1.225751107,0.037312221,0.032582217,0.018337778,12.453823331,22.342946660000006
2015-10-03,0.0,0.0,0.036980833,0.019090276000000003,4.9337,10.099337220999999,0.389040555,0.004638334000000001,0.3808302779999999,0.08886916699999999,0.336654444,0.038611109,0.134408055,0.989727222,8.017256946000002,17.550946667999995,0.8318922239999998,15.585583333,0.07076194699999999,0.018133332999999998,0.018443332000000003,0.043891944,0.0024511119999999996,0.094268888,0.051356946,0.043747221999999995,1.7666072229999998,0.06096305600000001,0.019090277000000003,5.300599167,10.824338609,0.41913583199999993,0.0046383330000000006,0.408487779,0.109457777,0.336654445,0.150819444,1.0763880580000003,10.350591108999998,0.006556388999999999,0.324746943,0.008248612,0.004889445999999999,7.205566665,6.734546942000001,0.09161361199999998,0.126590002,0.275361113,0.069624445,0.076512776,0.094348333,0.063456389,0.10533972000000003,0.004498889999999999,0.040091667000000004,0.001028891,0.015059723000000002,0.0,0.0,0.2732688889999999,0.395830001,0.9488055559999999,0.18278222400000022,0.21013555300000003,0.28344667,0.15793777499999995,0.3292077770000001,0.01799555500000001,0.06414555200000001,0.0042677819999999995,0.06024000200000002,0.0,0.0,41.78583110699998,1.2028211089999994,0.026963329000000005,0.033606668,0.021273336999999993,27.623963335,24.728824441000004
2015-10-04,0.0,0.0,0.03744555599999999,0.019038335000000003,4.660562222999999,29.321346113000004,1.5984766650000002,0.006920000000000001,0.30663833399999996,0.08854972300000001,0.17125027699999998,0.038025831,0.340717498,1.1328197220000003,9.581351943000001,46.069940001000006,0.739743057,33.76619611000001,0.070856111,0.019019725,0.018294998,0.04583611199999999,0.0021822229999999996,0.24560361,0.05147611299999998,0.04460111,1.7714716670000001,0.061424446,0.019038333000000005,4.998296665999998,31.419160555000005,1.7106719460000002,0.0069199990000000005,0.328689443,0.10899416699999999,0.171250276,0.37336500100000003,1.2283633339999998,24.740366391,0.010006945,0.32877527700000003,0.010571109,0.014287222,3.153689721,14.656800556000002,0.09153444500000002,0.119014167,0.537678057,0.06964777700000001,0.07519166499999999,0.060518609999999994,0.063781112,0.10516833399999997,0.004521665,0.399183609,0.0010388889999999999,0.013403331999999999,0.0,0.0,0.27299666400000006,0.36821222299999995,1.9213811080000005,0.18302444399999995,0.20468332999999994,0.14686888700000006,0.15947555700000002,0.32870666400000004,0.018086666,1.3863455589999998,0.004536662999999998,0.053612220000000016,0.0,0.0,94.19061888799999,1.2185500050000004,0.04055889299999999,0.042449997999999996,0.05792222699999999,12.613924447999999,53.717311112999994
2015-10-05,0.0,0.0,0.038013612,0.019061947,0.462217224,25.260181668000005,0.36683999899999997,0.38770389000000005,0.30695916700000003,0.08866222600000001,0.169716944,0.7573855549999999,0.204884723,1.182711945,3.058975,39.44947833200001,0.7322924979999997,24.479483887000004,0.07296249999999999,0.018908609000000003,0.0174,0.042972221000000005,0.0011936089999999998,0.076898887,0.052627775999999994,0.044952779,1.7773938910000004,0.06199889000000001,0.019061946,0.501128888,27.070566946,0.39349527500000003,0.387703891,0.32908611,0.10917444099999998,0.169716944,0.22641305699999997,1.2811433319999999,19.261492223,0.007188055,0.32329055600000006,0.009796667,0.010654999999999998,0.07639138900000002,12.382096388000003,0.0918375,0.148475278,0.086619166,0.072520276,0.07260138899999999,0.047263612,0.06792777600000001,0.10559666699999999,0.004867776999999999,0.045886389,0.001010001,0.011988610999999998,0.0,0.0,0.2741677780000001,0.4771011069999998,0.251786665,0.19455111100000005,0.194498887,0.09309222400000002,0.17608889100000003,0.33033111100000007,0.019471112,0.08514555499999997,0.004068889999999998,0.047954442999999985,0.0,0.0,72.69640666700005,1.199355554,0.029030002999999995,0.03978111600000001,0.04351777500000003,0.30556333599999996,45.378506661
2015-10-06,0.0,0.0,0.039331388999999994,0.019218887999999993,0.472070558,31.603127779,0.277485556,0.007444444999999999,0.3126097219999999,0.08930611199999998,0.008169444,0.8908183320000003,0.13701138899999998,1.311930832,2.4228169449999997,51.477111666000006,0.758680002,31.463151390000004,0.07466222,0.019586944,0.017507223000000002,0.047508336000000005,0.0008466679999999997,0.044994446,0.053226945,0.04598611300000001,1.8003552760000003,0.063309722,0.019218612,0.5103486110000001,33.890933889,0.298262779,0.007444444999999998,0.33514638900000004,0.10978778000000003,0.008169166999999998,0.15414222300000002,1.418820555,26.019590556000004,0.00787278,0.32601833500000005,0.01206639,0.015288611000000002,0.067211667,17.586177778999996,0.093289167,0.078993055,0.08834694300000001,0.074518888,0.07285361200000001,0.047373610999999996,0.071053335,0.106859446,0.005041111000000001,0.036600555,0.0009680570000000001,0.011222499,0.0,0.0,0.28018111,0.22037556000000003,0.2591400030000001,0.202806666,0.19556666600000006,0.09354999800000002,0.18886000100000006,0.3352022229999999,0.020164439999999995,0.05045222000000002,0.003936661000000002,0.044891116,0.0,0.0,96.92038666599997,1.2112744419999997,0.03220555400000001,0.049097777,0.061192220000000005,0.2688477790000001,64.43279333500003
2015-10-07,0.0,0.0,0.037427222,0.019040279,0.45905222300000004,16.132658334,0.799625,0.0033777750000000004,0.30646027700000006,0.08793666499999998,0.007578611,0.8724441640000002,0.13473639,1.154981112,2.802254447,24.719258057,0.7277255549999999,17.232857222,0.0731825,0.019187500999999996,0.017021666,0.049760000999999984,0.000606944,0.044185556,0.052274445999999995,0.044714447000000004,1.7676550010000003,0.061398335999999984,0.019040555999999997,0.497365001,17.273121665999998,0.8578975,0.003378886,0.3283674989999999,0.10839333299999998,0.007578890999999998,0.15155332999999999,1.2510758320000002,12.846464446,0.005134722,0.31634972,0.008441666999999998,0.006214445,0.046254998,7.447521943,0.09125638900000001,0.07754388999999999,0.08562361,0.071621664,0.071989169,0.047130833,0.067405831,0.105163333,0.004985003,0.03730499999999999,0.000595554,0.011954166,0.0,0.0,0.27193444499999997,0.21464444200000007,0.2478066659999999,0.191013337,0.19217444700000005,0.09256221999999999,0.17398888899999995,0.32881444800000004,0.019940001000000002,0.05325222500000002,0.0024399989999999996,0.047815556999999974,0.0,0.0,49.33660999699999,1.174128893,0.021255557000000005,0.035443337,0.025213328999999996,0.18501999999999996,27.38857555300001
2015-10-08,0.0,0.0,0.038708611,0.019155557,0.46623999899999996,30.719680555,0.274643332,0.006830557000000001,0.309935277,0.08870249899999999,0.007807498000000001,0.8821588880000001,0.13599694599999998,1.160405555,2.249813333,49.809398611,0.751012501,30.692525833999998,0.073734443,0.0193025,0.017504443999999997,0.04740361,0.000642222,0.044319168,0.052856666999999996,0.045596940999999995,1.7832369430000004,0.06268,0.019155555,0.505003886,32.873586667,0.29543444500000005,0.006830557,0.33214639,0.10926555700000001,0.007807497,0.15281444400000002,1.258087223,25.342447497000002,0.007748888999999999,0.32340777900000006,0.011950553000000001,0.015048887,0.06829416699999999,16.935811946,0.09229416799999998,0.07808249900000001,0.08701916900000001,0.073551944,0.07241110800000002,0.04718361099999999,0.07061444400000001,0.106055276,0.004952775,0.036531947000000016,0.0009002789999999999,0.011134722,0.0,0.0,0.27629555799999994,0.21686888900000004,0.25389555300000005,0.19897333400000006,0.19387999699999994,0.09276999900000003,0.187191103,0.3322911099999999,0.019811109,0.050160001999999995,0.0036055519999999993,0.044538891000000004,0.0,0.0,94.74652555799999,1.2012755549999998,0.031002224000000005,0.04858999399999998,0.06031999699999999,0.2731755590000001,62.08579555799999
2015-10-09,0.0,0.0,0.036591665,0.0191725,3.425561111999999,0.6387327760000001,0.397989998,0.006623331,0.4446574999999999,0.087869165,0.224085001,0.510923887,0.25622083399999995,1.1754200000000001,7.987248611,1.256994442,0.7480861120000001,11.920344444,0.074583057,0.019220554,0.017409444,0.08008194399999999,0.004190277,2.067551112,0.050018887,0.04700138999999999,1.746761112,0.06056861200000001,0.019172221,3.717035833,0.6597105549999999,0.430602502,0.006623329,0.478446944,0.109794445,0.224085,0.28217749899999994,1.284846113,4.377365834,0.009312777999999999,0.419915833,0.008816664000000002,0.002156111,4.928833058,0.6286788890000001,0.09084194400000002,0.40840666500000006,0.08510444200000002,0.068336388,0.318660278,0.047978891,0.061982220000000005,0.10509972000000001,0.004826111,0.17558083300000002,0.001406668,0.167716944,0.0,0.0,0.26974999800000016,1.4416333290000005,0.24544555499999995,0.177644439,1.0986688899999995,0.09596000499999997,0.152093335,0.328175553,0.019304445000000003,0.5665233320000002,0.005803334999999998,0.6709277800000001,0.0,0.0,19.704124442999994,1.5470044459999996,0.037252226,0.035266668000000015,0.009240003000000002,19.715334442999996,2.3937111120000005
2015-10-10,0.0,0.0,0.03758833300000001,0.126565831,1.987164447,24.66524666600001,1.1087444439999998,1.1904927750000003,0.30958972199999996,0.089083889,0.443039722,0.062931388,0.235513332,1.321574164,10.960056111999997,38.591628889000006,0.8022577789999998,27.309670275999995,0.202301111,0.019236113000000003,0.018400552999999997,0.077721667,0.008882780000000002,5.055120833000001,0.05261194600000001,0.060732501,1.8103538860000001,0.06156361300000001,0.126566109,2.148282222,26.780571665000004,1.204039723,1.1904927770000002,0.33240111199999994,0.11076277699999999,0.443039722,0.260066668,1.4421266670000001,19.045931389,0.011588610999999997,0.434852223,0.008899444,0.013255275,3.045938054,11.811261110000002,0.093380278,0.270461113,0.08509000100000001,0.06924111000000001,0.080929167,0.102365001,0.05988305400000001,0.10566111099999999,0.004951111000000001,0.054096663999999996,0.002033334,0.081805,0.0,0.0,0.280379999,0.9287433310000001,0.245707774,0.18140000300000003,0.22809111500000004,0.29537111099999996,0.15500444399999994,0.33203222300000007,0.019804444999999993,0.11675333600000003,0.008530002999999996,0.3271599940000001,0.0,0.0,74.60690332999998,1.6040511119999998,0.04740000099999999,0.03614222000000001,0.055072225999999995,12.183748888999999,43.556955547
2015-10-11,0.0,0.0,0.038850832999999994,0.024053891999999997,6.276411113,27.850852224,1.5764938899999996,3.5787505540000004,0.30838111300000004,0.08921138799999999,0.443178888,0.085673334,0.3026616649999999,1.6769124999999998,20.908985556999998,44.224332501,0.8154411109999999,38.154386389,0.749060555,0.021930833000000004,0.4035783309999999,0.382872775,0.005308334,2.230469443,0.065203611,0.06984444299999999,1.8730661100000001,0.062774446,0.024053334000000003,6.75902361,29.956258056999996,1.6913233360000002,3.5787505569999998,0.3307444440000001,0.10980416600000001,0.44317889,0.332025831,1.8120141690000002,25.884057220000003,0.012968055999999999,0.33276111099999994,0.009942498,0.016633890000000002,0.08597722199999998,14.268074442999998,0.16727028,0.20309805800000003,0.618251111,0.06543583100000001,0.076244998,1.433014165,0.033308887999999995,0.10482944300000001,0.00485,0.670019446,0.004626667000000001,0.019387781,0.0,0.0,0.5538944419999999,0.6800244449999999,2.2205299989999996,0.16821110799999997,0.20930889499999997,5.182846664,0.14200888900000003,0.32796222399999997,0.019399998000000005,2.3906477730000004,0.019004442999999992,0.07755222600000002,0.0,0.0,101.61437555100001,1.2320933330000001,0.052038883999999994,0.042885556000000005,0.06722667000000004,0.355451113,52.38721332900002
2015-10-12,0.0,0.0,0.037225001,0.12864333200000003,6.889978335,29.950489443,1.1325638890000003,2.997984446,0.4227349979999999,0.08865111199999999,0.30351389300000003,0.08707583199999999,0.274889723,1.503593889,16.812876945000003,48.401072223000014,0.786035,41.82043333299999,0.07156694400000001,0.0182725,0.348492777,0.10051722299999999,0.0016530550000000003,0.20600416900000001,0.07875944599999998,0.047590558,1.7600711090000005,0.061196667999999996,0.12864388999999998,7.396637778,32.191247780999994,1.2117944449999998,2.9979855559999993,0.45397361199999997,0.10919166699999999,0.30351389100000004,0.30243472299999996,1.625101387,29.316603333999996,0.010611667,0.325747502,0.011357498,0.016416946,0.08789527700000001,16.223537778,0.17710111199999998,0.22683166800000001,0.6652108330000002,0.067221111,0.234539444,0.04713388799999999,0.035187224,0.105016944,0.004635002,1.2166974990000001,0.001341942,0.015882223999999997,0.0,0.0,0.5906911080000001,0.768410001,2.400074448000001,0.17334444899999998,0.7960399950000002,0.09258110699999997,0.14572221900000001,0.32891555300000014,0.018540004,4.421128888000001,0.005978885,0.06352778300000002,0.0,0.0,114.69414444300003,1.2072233320000003,0.04328,0.045978888,0.06745,0.3591766629999998,59.59504444799998
2015-10-13,0.0,0.0,0.03683999999999999,0.019015834000000002,0.9713088869999997,9.135326667000003,0.9192422219999999,0.22428666700000005,0.3167080579999999,0.08857027999999997,0.23963611199999998,0.065758051,0.210918891,1.2678325,5.308207500999998,16.017751667,0.7242302759999999,11.577384444,0.07021472499999999,0.018682504000000006,0.018583331999999998,0.03875805600000001,0.0017561130000000001,0.056326667999999996,0.051756109999999994,0.044096946000000005,1.757062498,0.039828057,0.019015836999999997,1.052101111,9.900295832,0.990022502,0.22428666700000005,0.3397586099999999,0.10973472100000001,0.239636111,0.233655555,1.37923,9.000738611,0.006770279000000001,0.48884694500000003,0.007820001,0.004741389000000001,0.05800027799999999,6.117455834000002,0.090896944,0.10062444699999999,0.08648194399999999,0.068145278,0.073899724,1.3394769429999995,0.037262224,0.103922499,0.004833333,0.09984027899999999,0.0036747230000000004,0.016362778000000005,0.0,0.0,0.2702277760000001,0.2997700029999999,0.25120000899999995,0.17774222399999998,0.19981888699999992,5.282064440000001,0.15206444200000002,0.32348555799999995,0.019333334000000004,0.2861811119999999,0.014778885000000002,0.06545221799999998,0.0,0.0,35.51843778000001,1.804275553000001,0.028513336000000007,0.03243888699999999,0.019885561000000006,0.23200222399999998,22.491737775000008
2015-10-14,0.0,0.0,0.03727166499999999,0.019088887,0.45756499999999994,8.657127222000003,0.268091667,0.003901667,0.3057700009999999,0.08831416700000001,0.007266943999999999,0.03731694600000001,0.13484527899999998,1.1296702799999996,2.1732005529999996,13.262645277,0.740449165,9.899478889000001,0.07155833300000002,0.01874139,0.018091667,0.036160001000000004,0.001770832,0.04442249699999999,0.052169167,0.04437305600000001,1.766698055,0.037271387999999996,0.019088611000000005,0.49657083399999996,9.25845139,0.28855722100000003,0.0039011119999999995,0.327701667,0.10884889,0.007266943999999999,0.15132639,1.226034166,6.972673055000001,0.004550834999999999,0.31496055500000003,0.008510281000000001,0.0027941659999999994,0.039481388,4.0091033330000005,0.09155000000000002,0.07805749899999999,0.08558777499999999,0.07128110900000001,0.07243888799999999,0.05944333099999999,0.04184111199999999,0.105193611,0.0049033340000000005,0.038352777000000005,0.000736665,0.013168052999999999,0.0,0.0,0.273326665,0.21668555499999997,0.24781333400000002,0.189508892,0.1939188870000001,0.237773334,0.16736444200000003,0.3289211090000001,0.01961333,0.057445558999999986,0.0030211149999999996,0.05267222700000001,0.0,0.0,26.912418885,1.1690822229999998,0.019393331000000017,0.034897775000000006,0.011998885000000003,0.15792555499999997,14.776102222000006
2015-10-15,0.0,0.0,0.038552223,0.019267778999999995,0.46559,27.101570556000002,0.272758333,0.007269998999999999,0.30826027699999997,0.089153057,0.007056668,0.038505834,0.136317499,1.0849947239999997,2.101195834,43.265682500000004,0.7415127770000001,27.491923333,0.0718425,0.018775278000000003,0.018606666999999997,0.029766111000000005,0.0016186069999999996,0.044722222,0.052825835,0.045609168000000005,1.7864861100000002,0.038551945,0.019267779,0.5046772230000001,29.062953612999998,0.29353111099999996,0.007270553999999999,0.330498889,0.109735556,0.007056668,0.153138055,1.178603055,22.160478608,0.007540832,0.32324333099999997,0.011170557000000001,0.013118333999999999,0.06442166800000002,14.210374445,0.092464998,0.078827779,0.087429165,0.07364972299999999,0.07292472000000001,0.05929222099999999,0.045743891,0.10617027600000004,0.004612220999999999,0.03737277699999999,0.000911108,0.012625002000000003,0.0,0.0,0.276978892,0.21977777900000003,0.25546889100000003,0.19919110899999995,0.19582888800000006,0.23716888900000002,0.18297554799999996,0.332671109,0.018448888,0.053525558999999986,0.003663333,0.05050000199999999,0.0,0.0,82.44653777699996,1.199886665,0.030614440000000003,0.045413332,0.053406667,0.25768666600000006,52.12201999999998
2015-10-16,0.0,0.0,0.036738335,0.019072221,3.1625172230000005,11.837137222,0.945655001,0.45105110900000006,0.48085305700000003,0.088594444,0.40539083299999995,0.036918332000000005,0.23604222299999994,1.3886275009999998,8.095055,18.552717222,0.7365563879999998,14.286059443,0.338899444,0.031668055,0.017246665,0.06104639099999999,0.0021358320000000003,0.10377083500000002,0.05173611299999999,0.044195276,1.7569494449999996,0.03673833299999999,0.019072499,3.40334889,12.744186113,1.016698611,0.45105111,0.517770556,0.1098875,0.40539083299999995,0.261405556,1.5082680530000006,9.594599722,0.005773890000000001,0.315163332,0.009119443999999999,0.004499164999999999,0.039647497999999996,5.820244999,0.09077750100000001,0.233713612,0.08613333199999999,0.06482360999999999,0.07329944700000002,0.042567221999999995,0.040661111,0.10471944500000001,0.004343889,0.42240027899999993,0.0008755600000000002,0.014791391,0.0,0.0,0.27003444600000004,0.7921822160000002,0.25001110800000015,0.185060002,0.197353329,0.17026778100000006,0.16264444399999994,0.32712333399999993,0.017375558,1.4722655550000003,0.0036555580000000006,0.059164443000000004,0.0,0.0,38.10100222000002,1.1675033329999993,0.024935552,0.036944439,0.020614444,0.16084111500000003,21.391417784
