2,1.0,42171.31606817527,2014
3,2.0,41821.6282914581,2014
4,3.0,42111.40936472492,2014
5,4.0,42123.43056150401,2014
6,5.0,41819.28608477735,2014
7,6.0,42981.243754782015,2014
8,7.0,43271.51588479499,2014
9,8.0,41868.900517067996,2014
10,9.0,42171.33396143912,2014
11,10.0,42252.518861446384,2014
12,11.0,42054.08294694538,2014
13,12.0,42184.88294367395,2014
14,13.0,42281.92856593106,2014
15,14.0,42384.795152552964,2014
16,15.0,42606.11519699684,2014
17,16.0,42729.37203586615,2014
18,17.0,42682.1371692611,2014
19,18.0,42401.08349376995,2014
20,19.0,42142.55692033594,2014
21,20.0,42620.12026143029,2014
22,21.0,42008.38545363913,2014
23,22.0,41987.6279480953,2014
