-3.62,3.25
5.46,3.17
7.03,2.78
9.27,2.45
12.08,2.5
12.3,2.62
15.37,2.04
17.64,2.02
17.67,2.53
18.49,2.34
20.0,2.22
20.12,2.13
20.73,2.27
20.81,2.36
20.83,2.29
20.89,2.24
21.46,2.31
21.68,2.23
21.8,2.22
22.01,2.16
22.56,2.38
22.58,1.73
22.66,2.31
22.8,2.24
23.42,2.13
23.63,2.19
23.89,2.07
24.3,2.17
24.78,2.25
24.92,2.17
24.98,2.14
25.6,2.24
25.68,1.97
26.06,2.2
26.09,2.13
26.23,2.12
26.27,2.12
26.47,2.23
27.54,2.08
27.56,1.99
27.57,2.04
28.23,2.07
28.7,1.97
28.72,1.85
28.82,2.04
28.99,1.89
29.02,1.91
29.59,2.04
30.24,1.99
30.35,1.96
30.52,1.96
30.53,1.89
30.56,1.91
30.67,1.71
30.95,2.03
31.0,1.91
31.03,1.95
31.18,2.0
31.22,1.88
31.36,1.74
31.69,1.74
31.77,1.9
31.98,1.65
32.07,1.74
32.1,1.8
32.34,1.65
32.74,1.61
32.79,1.8
32.8,1.81
33.06,1.89
33.11,1.76
33.75,1.88
33.89,1.87
33.9,1.9
34.05,1.66
34.08,2.67
34.17,1.78
34.21,2.26
34.22,1.82
34.44,1.77
34.54,1.76
34.58,1.77
34.71,1.73
34.73,1.66
34.8,1.7
35.17,1.79
35.62,1.78
36.06,2.06
36.09,1.89
36.11,1.92
36.31,1.43
36.51,1.65
36.79,1.66
36.93,1.39
36.95,1.45
37.04,1.82
37.15,1.58
37.43,1.43
37.84,1.51
37.85,1.79
37.87,1.68
38.08,1.61
38.63,1.32
38.68,2.12
38.73,1.5
40.1,1.58
40.29,1.57
40.31,1.74
40.5,1.5
40.52,1.72
40.58,1.58
40.6,1.41
40.73,1.41
40.82,1.3
41.11,1.57
41.16,1.4
41.22,1.33
41.47,1.56
41.53,1.38
41.62,1.46
42.02,1.54
42.03,1.8
42.08,1.06
42.15,1.29
42.25,1.34
42.36,1.27
42.44,1.37
42.91,1.67
43.02,1.48
43.36,1.04
43.44,1.52
43.53,1.59
43.55,1.34
43.71,1.22
43.78,1.43
43.94,1.21
44.02,1.47
44.14,1.24
44.15,1.3
44.16,1.29
44.28,1.22
44.48,1.23
44.58,1.46
44.66,1.37
44.96,1.2
45.03,1.48
45.07,1.27
45.11,1.52
45.2,1.17
45.53,2.4
45.6,1.21
45.81,0.93
45.9,1.23
45.97,1.54
46.18,1.15
46.35,1.41
46.83,1.16
47.04,1.19
47.18,0.83
47.21,1.16
47.22,1.15
47.32,1.16
47.33,0.98
47.62,0.89
47.67,1.09
47.69,1.34
48.12,1.09
48.22,1.19
48.26,1.01
48.49,1.11
48.7,0.85
48.76,0.97
48.87,1.17
49.22,1.35
49.3,1.29
49.64,0.98
49.73,1.09
50.12,1.1
50.28,1.0
50.33,0.83
50.35,0.63
50.67,1.33
50.8,1.08
51.35,0.81
51.4,1.09
51.65,0.67
51.93,0.78
52.01,0.71
52.04,1.22
52.16,1.0
52.56,0.97
52.59,0.93
52.69,0.92
52.8,0.88
52.81,0.97
52.93,0.85
53.46,0.7
53.67,0.67
53.81,0.89
53.96,0.83
54.09,0.66
54.27,0.72
54.61,0.99
55.18,0.62
55.76,0.86
55.91,0.6
55.94,0.71
55.98,0.65
56.03,0.43
56.21,0.65
56.28,1.14
56.43,0.59
56.53,0.53
56.7,0.7
56.94,0.68
57.25,0.58
57.42,0.77
57.44,0.86
57.6,1.08
57.89,0.51
58.04,0.64
58.35,0.42
58.37,0.43
58.91,0.73
58.99,0.62
59.55,0.95
59.83,0.53
59.92,0.59
59.99,0.51
60.23,0.63
60.43,0.51
60.62,0.43
60.82,0.41
60.97,0.57
62.05,0.5
62.08,0.62
62.09,0.73
62.14,0.56
62.19,0.38
62.33,0.59
62.38,0.77
62.49,0.35
62.69,0.44
63.28,0.46
63.52,0.59
63.66,0.42
63.87,0.37
64.01,0.55
64.05,0.37
64.23,0.43
64.48,0.4
64.52,0.53
64.59,0.46
64.77,0.39
64.86,0.45
65.09,0.42
65.65,0.36
65.79,0.46
65.86,0.46
66.38,0.49
66.51,0.43
66.9,0.39
67.01,0.39
67.1,0.44
67.27,0.41
67.47,0.4
67.65,0.43
67.78,0.37
67.88,0.44
67.91,0.36
67.96,0.49
68.05,0.46
68.11,0.38
68.22,0.44
68.24,0.52
68.34,0.43
68.42,0.42
68.44,0.4
69.25,0.41
69.26,0.46
69.31,0.42
69.33,0.43
69.47,0.39
69.58,0.45
69.86,0.44
69.92,0.41
70.12,0.41
70.14,0.41
70.34,0.47
70.35,0.45
70.4,0.46
70.41,0.43
70.48,0.42
70.51,0.39
70.79,0.45
70.96,0.42
71.09,0.4
71.21,0.46
71.39,0.46
71.53,0.47
71.62,0.42
71.64,0.47
71.68,0.42
71.72,0.41
71.81,0.48
71.83,0.41
71.85,0.45
71.93,0.43
72.08,0.43
72.1,0.46
72.12,0.41
72.69,0.46
72.77,0.41
73.11,0.43
73.12,0.43
73.14,0.46
73.3,0.46
73.41,0.42
73.42,0.46
73.43,0.46
73.55,0.45
73.69,0.46
73.71,0.46
73.99,0.45
74.03,0.43
74.21,0.48
74.32,0.47
74.38,0.44
74.5,0.43
74.84,0.45
75.03,0.49
75.39,0.46
75.59,0.47
75.6,0.44
75.7,0.46
75.79,0.47
75.93,0.45
76.09,0.47
76.56,0.45
76.77,0.46
