0.7,0.4
0.8,0.18
0.7,0.23
0.8,0.32
0.7,0.31
0.7,0.36
0.8,0.42
0.8,0.24
0.9,0.16
0.8,0.18
0.8,0.16
0.8,0.25
0.8,0.32
0.8,0.39
0.7,0.32
0.7,0.29
0.8,0.38
0.9,0.39
0.8,0.36
0.8,0.3
0.7,0.43
0.8,0.95
0.8,0.94
0.8,1.02
0.8,1.21
0.7,1.22
0.8,1.48
0.8,1.25
0.9,1.03
0.7,0.79
0.9,1.15
0.8,1.23
0.8,1.24
0.9,1.16
0.8,1.02
0.8,0.0
0.7,0.0
0.8,0.0
0.9,0.0
0.7,0.0
0.7,0.0
0.8,0.0
0.8,0.0
0.8,0.0
0.8,0.0
0.8,0.0
0.9,0.0
0.9,0.0
0.9,0.0
0.9,0.0
0.8,0.0
1.0,0.0
0.7,0.0
0.8,0.0
0.8,0.15
0.7,0.17
0.6,0.17
0.7,0.16
0.9,0.21
0.8,0.22
0.9,0.21
0.9,0.17
0.9,0.21
0.9,0.22
0.8,0.22
0.9,0.22
0.6,0.2
0.7,0.17
0.9,0.08
0.9,0.06
0.9,0.08
0.8,0.08
0.7,0.09
0.7,0.1
0.7,0.09
0.8,0.06
0.9,0.05
0.8,0.06
0.8,0.06
0.8,0.07
0.6,0.07
0.5,0.04
0.6,0.0
0.6,0.0
0.9,0.0
0.8,0.0
0.6,0.0
0.7,0.0
0.7,0.71
0.9,1.25
0.8,0.99
0.7,1.41
0.8,1.57
0.6,1.8
0.7,1.94
0.9,1.62
0.6,1.82
0.5,2.02
0.5,1.76
0.5,2.01
0.5,1.99
0.6,1.43
0.9,1.14
0.6,1.02
0.9,1.63
0.9,1.73
0.8,1.82
0.8,2.1
0.8,1.67
0.8,1.5
0.7,1.85
0.9,1.75
0.6,1.77
0.8,1.97
1.0,1.83
0.6,1.95
0.7,2.44
0.9,2.06
1.0,1.76
0.9,1.89
0.8,1.93
0.8,1.87
0.8,1.92
0.8,1.74
0.9,1.95
0.9,1.63
0.7,1.71
0.7,1.92
0.8,2.0
0.9,1.9
0.9,1.81
1.0,1.71
1.0,1.61
0.7,1.43
0.7,1.48
0.8,1.63
0.8,1.54
0.6,1.76
0.5,2.16
0.6,2.35
