26,1.0,365701.98705387657,2015
27,2.0,367874.1854608944,2015
28,3.0,369144.39396775136,2015
29,4.0,370085.0848701162,2015
30,5.0,369919.5403801639,2015
31,6.0,366903.76638439944,2015
32,7.0,366430.25403014256,2015
33,8.0,367272.49412664265,2015
34,9.0,368284.0187521442,2015
35,10.0,369031.6928489722,2015
36,11.0,368476.01120867894,2015
37,12.0,368224.3622257618,2015
38,13.0,367294.65624891326,2015
39,14.0,368155.97044878465,2015
40,15.0,367033.6922320241,2015
41,16.0,367998.7287710099,2015
42,17.0,367608.44200549694,2015
43,18.0,366800.62119884044,2015
44,19.0,367185.77045211464,2015
45,20.0,366892.4585465962,2015
46,21.0,367379.5016610027,2015
47,22.0,368066.0741933766,2015
