40,1.66
40,1.74
40,1.76
30,2.13
20,2.5
30,2.29
30,2.13
30,2.07
40,1.66
50,1.52
30,1.89
30,2.17
30,2.22
30,2.24
40,1.96
40,1.78
40,1.91
30,2.23
20,2.53
30,2.31
30,2.24
30,2.36
30,2.38
30,2.25
30,1.99
40,1.89
40,1.76
30,1.97
40,1.9
40,2.0
50,1.72
50,1.59
40,1.73
50,1.8
50,1.34
40,1.88
30,2.14
40,1.99
30,2.17
30,2.16
30,2.13
20,2.34
20,2.62
10,2.78
0,3.25
10,3.17
40,2.12
40,1.9
30,2.12
30,2.24
50,1.54
50,1.47
40,1.77
30,2.04
40,1.92
60,1.33
30,1.91
30,2.08
50,1.67
50,1.52
40,1.79
40,1.88
30,2.19
30,2.12
30,2.04
40,1.91
40,1.87
50,1.46
60,1.08
60,0.95
60,1.1
50,1.43
60,1.22
50,1.41
50,1.48
50,1.17
50,1.16
50,1.46
40,1.8
40,1.89
40,1.7
40,1.61
50,1.29
50,1.41
50,1.54
50,1.58
50,1.58
50,1.5
50,1.56
50,1.57
60,1.14
70,0.77
50,1.17
40,1.74
30,2.07
30,1.97
40,1.96
50,1.35
50,1.38
40,1.58
40,1.65
50,1.41
50,1.19
50,1.4
50,1.29
50,1.27
50,1.22
60,1.09
60,0.86
60,0.85
50,1.09
60,0.99
70,0.73
60,0.77
50,1.15
60,1.08
50,1.27
50,1.15
50,1.09
50,0.98
60,0.87
50,1.08
50,1.21
50,1.11
50,1.16
50,1.19
60,0.97
60,1.0
60,0.97
60,1.0
60,0.92
60,0.73
70,0.62
60,0.59
70,0.56
50,0.85
50,1.09
60,0.86
60,0.7
60,0.68
60,0.64
60,0.62
70,0.63
70,0.55
60,0.53
70,0.52
80,0.46
80,0.46
80,0.46
70,0.45
70,0.49
80,0.46
70,0.46
70,0.46
70,0.45
80,0.46
70,0.46
80,0.47
70,0.43
70,0.43
60,0.51
70,0.51
60,0.53
70,0.5
60,0.51
70,0.46
70,0.44
80,0.45
70,0.43
70,0.44
70,0.46
80,0.47
80,0.45
70,0.42
70,0.46
70,0.44
70,0.43
80,0.48
80,0.43
80,0.46
80,0.47
80,0.46
80,0.43
70,0.38
70,0.36
80,0.42
80,0.47
80,0.49
80,0.49
80,0.42
70,0.38
70,0.43
70,0.39
80,0.42
80,0.46
80,0.47
80,0.49
80,0.45
80,0.47
80,0.46
80,0.41
70,0.39
80,0.41
80,0.47
80,0.47
80,0.45
80,0.46
80,0.48
80,0.48
80,0.47
80,0.49
80,0.46
70,0.42
70,0.41
70,0.4
70,0.4
80,0.41
80,0.43
80,0.44
80,0.41
80,0.4
80,0.41
80,0.43
90,0.5
80,0.5
80,0.5
80,0.52
80,0.46
80,0.45
80,0.45
80,0.46
80,0.44
80,0.43
80,0.45
70,0.37
70,0.37
70,0.41
80,0.43
80,0.45
80,0.42
80,0.46
80,0.43
70,0.41
70,0.39
80,0.39
70,0.36
70,0.35
70,0.37
70,0.39
70,0.4
80,0.42
80,0.45
80,0.46
80,0.48
80,0.47
70,0.41
70,0.42
80,0.41
60,0.42
60,0.43
70,0.44
80,0.45
70,0.44
80,0.46
70,0.44
70,0.43
70,0.4
60,0.43
60,0.63
60,0.67
70,0.49
60,0.6
60,0.59
60,0.67
60,0.78
60,0.72
70,0.57
60,0.58
60,0.71
60,0.7
60,0.65
60,0.65
60,0.66
50,0.89
50,0.93
60,0.81
60,0.71
50,0.83
50,1.04
60,0.9
70,0.59
70,0.53
70,0.49
60,0.62
70,0.59
60,0.83
50,1.01
50,0.97
50,1.25
40,1.43
40,1.61
50,1.37
50,1.2
60,0.93
50,1.06
40,1.32
60,0.89
60,0.83
50,0.98
50,1.34
50,1.22
40,1.39
50,1.33
50,1.34
50,1.29
50,1.37
40,1.45
50,1.24
50,1.34
50,1.3
50,1.09
50,1.21
50,1.22
50,1.23
40,1.43
40,1.71
40,1.65
40,1.65
40,1.66
40,1.5
40,1.51
40,1.76
40,1.8
50,1.74
50,1.48
50,1.39
50,1.57
40,1.68
40,1.74
40,1.95
40,1.87
40,1.77
40,1.81
30,2.04
30,2.27
30,2.31
40,1.89
40,1.78
30,1.85
20,2.22
10,2.45
30,1.73
40,1.79
20,2.02
20,2.04
30,2.2
40,2.03
40,2.26
40,2.06
40,1.82
30,2.23
50,2.4
40,2.67
