Date,use [kW]_x,gen [kW]_x,ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW],DiningRoomOutlets [kW],MudroomOutlets [kW],MasterBathOutlets [kW],GarageOutlets [kW],BasementOutdoorOutlets [kW],use [kW]_y,gen [kW]_y,FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW]_x,MasterLights [kW],DuctHeaterHRV [kW],use [kW],gen [kW],KitchenDenLights [kW],MasterBedBathLights [kW],MasterOutlets [kW]_y,DenOutdoorLights [kW],DenOutlets [kW],RearBasementLights [kW],KitchenOutletsEast [kW],KitchenOutletsSouth [kW],DishwasherDisposalSinkLight [kW],Refrigerator [kW],Microwave [kW],OfficeLights [kW]
2014-01-15,0,0,0.516617776,0.292440555,0.9126549989999999,0,0,0,0,0,0,0,5.3627650020000015,2.6373399980000003,0.26968666700000005,3.309366108999999,1.7297133349999996,4.078899442000001,0.736460001,0.5366788880000001,2.0241188899999996,0.61510667,13.489731107999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,0,0,0.9442105599999999,0.29527722300000003,2.970275000999999,0,0,0,0,0,0,0,5.576905557999999,2.5802666679999993,0.26965333599999997,3.1555061090000005,1.619185004,6.179046111999999,0.7455927759999998,0.685211109,1.9701777740000002,0.5582905549999999,13.243516110000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-17,0,0,0.500977776,0.29301,1.2448855550000002,0,0,0,0,0,0,0,5.899069447,2.6229699990000004,0.2701383319999999,2.6457527750000005,0.253194999,3.2704161080000005,0.7200072220000001,0.9807399999999997,1.9399749990000006,0.8420933330000001,13.898282775999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,0,0,1.158553889,0.29406666800000003,0.6270533320000002,0,0,0,0,0,0,0,5.8618344449999995,2.6431116640000005,2.2386972220000003,3.226031113000001,1.7476094439999998,2.4796227770000003,0.71731833,0.47045833499999995,1.950908332,0.851070555,13.371686667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,0,0,0.8503872199999997,0.2929049989999999,0.6209061109999997,0,0,0,0,0,0,0,6.036375551000001,2.882357776,3.7057677780000007,3.2786294459999996,1.3923055549999999,2.158507222,0.9024077770000001,0.775549443,1.9416538939999997,1.3943344470000005,13.758606670999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,0,0,0.4474533320000001,0.28104500200000015,0.9218016690000004,0,0,0,0,0,0,0,5.97934055,3.051095002,0.35099388800000003,3.148292222999999,1.5563861120000002,3.624140556,0.7106616630000002,0.8477911099999997,1.8715055550000004,0.909038888,13.668770002000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,0,0,1.1314116659999998,0.31086389200000014,0.984586112,0,0,0,0,0,0,0,8.262245553000003,2.4753077759999993,0.27292055600000004,2.9404949969999996,0.258331668,3.837661110000001,0.8070911130000001,0.6775461110000002,1.9223316640000008,1.078854444,16.264888334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,0,0,0.942247223,0.283785554,1.0477049979999997,0,0,0,0,0,0,0,12.925851667000002,2.2955311119999995,0.276402221,4.560430558000001,1.4757372229999999,3.219415554,0.766015002,0.512723889,1.989665555,0.6879244450000003,18.540156670000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,0,0,0.8243594440000003,0.2849977769999999,0.9108838879999999,0,0,0,0,0,0,0,8.902948889000001,2.466288888999999,0.2728122210000001,3.136079997999999,1.2820438900000002,3.009158889,0.7543483360000002,0.37497666699999993,1.9255722240000002,1.1656172229999997,17.959360000999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,0,0,0.6885211129999999,0.2863399970000001,1.036607221,0,0,0,0,0,0,0,16.436572221000002,2.398978889000001,0.4683266649999999,3.581325001000001,1.614961111,3.0503344439999998,0.8710966630000001,0.255491667,1.9071755539999995,0.872042778,16.564396666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,0,0,1.444043334,0.275420005,0.6253888910000003,0,0,0,0,0,0,0,15.995750002,2.497455000999999,2.362522777,3.3773061120000003,1.2449472209999992,4.205183891,0.741413334,0.6440355560000001,1.976384998,1.0146205570000004,14.517351111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,0,0,0.8588383350000001,0.279497219,0.62322611,0,0,0,0,0,0,0,7.664342219999998,2.341832778,0.27130000100000007,3.904789446999999,2.8572933349999996,3.6412416670000005,0.7993772230000002,0.594233889,1.971402778,0.9501577779999998,15.352026668999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,0,0,0.9268238899999999,0.29114166799999996,0.9217966700000002,0,0,0,0,0,0,0,15.635083336000003,2.5320261090000002,0.278152776,3.688765557000001,1.2777466650000002,5.367039998,0.756659445,0.847516111,1.9232733380000002,0.9463633330000003,14.480783334000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,0,0,0.3794194470000001,0.29549444399999997,0.9880416690000001,0,0,0,0,0,0,0,7.506742221999999,2.2751327789999998,0.27115999900000004,3.6005477779999997,1.578236665,3.914359445,0.7323216680000001,0.397110557,1.9639105589999994,1.808610001,16.588650556999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,0,0,1.2639311089999996,0.276709443,1.0285916650000002,0,0,0,0,0,0,0,7.884658332,2.323091666,0.2707955590000001,3.3328416669999994,1.397083333,3.0636783319999994,0.7210150020000001,0.598145,1.9099083339999994,1.1220672249999997,16.558212777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,0,0,0.49493333199999995,0.28225833300000003,0.9296361080000001,0,0,0,0,0,0,0,12.893665555999997,2.371642226,0.27586056,3.863120555,1.2808672209999998,3.468326110999999,0.7284016649999998,0.5856955530000001,1.9309277769999997,0.9234227790000001,15.516882222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,0,0,0.543931113,0.29053444300000003,1.0045155559999996,0,0,0,0,0,0,0,8.783590002,2.4670966640000005,0.272490001,3.167689445,0.253950554,4.977312777,0.767466665,0.43235166499999994,2.004813891,0.7995755560000001,14.289177221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,0,0,1.156934444,0.29278277599999997,0.6186577770000001,0,0,0,0,0,0,0,11.401818889999994,2.7742666629999997,2.639366667,4.655377778000001,1.5462516659999999,3.1383349989999996,0.7921277760000001,0.5679133319999998,1.876980554,0.7264311130000002,13.547865554999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-02,0,0,1.8984255559999994,0.28090166600000005,0.628135558,0,0,0,0,0,0,0,5.531133887,2.505922779,0.26953222499999996,3.482924444,1.6235127799999998,3.2667349970000004,0.8334238909999999,0.38002,1.9561405560000007,0.7232783350000002,13.211978886000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-03,0,0,0.6534533310000001,0.3016438899999999,0.9601255560000003,0,0,0,0,0,0,0,5.976580000000001,2.5148922200000006,0.269271669,3.357756113,2.764882777,3.9459283359999993,0.7458016650000001,0.622837223,1.9882761100000008,0.9191394470000002,13.970884443000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-04,0,0,0.7981727780000001,0.272573334,0.9529749989999999,0,0,0,0,0,0,0,6.9277699959999985,2.3133205550000007,0.2697372210000001,2.534410554000001,1.624539444,2.9703844450000005,0.7491066669999998,0.42865499900000004,2.1100727779999993,0.516045556,14.209233888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-05,0,0,1.5691738880000003,0.2842933330000001,1.03761278,0,0,0,0,0,0,0,6.029201662,2.5846527769999996,0.491053887,3.140216668,1.724955555,3.185381115,0.92489722,0.36106833200000005,2.033642777,0.9925133339999999,14.238838888000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-06,0,0,0.8751133330000002,0.3066927759999999,0.8971227800000003,0,0,0,0,0,0,0,10.57477167,2.448562775,0.293527777,3.6477105590000005,1.2037427750000003,4.023411667,0.7430122220000003,0.613449444,2.0623716649999997,1.269252775,15.163829444000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-07,0,0,0.34884944300000004,0.268867775,0.9106050030000001,0,0,0,0,0,0,0,9.890698889000003,2.3708844430000005,0.2929538879999999,2.995930551000001,1.5531761099999999,2.981643892,0.7280677809999999,0.614463892,1.9621088889999998,0.6792099980000001,16.855498334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-08,0,0,0.859012777,0.266393332,0.6274849979999998,0,0,0,0,0,0,0,13.195068886999996,2.469455553999999,1.3266766669999999,3.6605544479999996,1.7467516639999998,1.8581905550000002,0.7698666679999999,0.7342033349999999,1.9351061090000001,1.2988672249999997,15.059878334000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-09,0,0,0.876611114,0.295785555,0.6238127759999998,0,0,0,0,0,0,0,9.527450554000001,2.3739694399999993,0.272646111,3.4522261080000005,1.574275561,4.757137221,0.8269905579999999,0.7438788919999999,1.8896399989999997,1.238238333,14.859532219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,0,0,0.44841221899999995,0.2734177749999999,0.9236927770000003,0,0,0,0,0,0,0,9.693439997999999,2.2474211100000003,0.27239777800000003,3.146301108,1.603453889,3.611807777,0.7800544430000002,0.493179445,2.043340558,0.6151149979999997,14.549504442000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-11,0,0,0.3759683289999999,0.2849033339999999,0.9039672200000001,0,0,0,0,0,0,0,9.095057220000001,2.3502250009999996,0.2719994439999999,2.7356966660000004,1.533866665,4.70230611,0.7569238899999999,2.4839794469999994,2.0582555559999998,0.7833983319999998,16.137990557000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-12,0,0,0.5447966680000002,0.2977922210000001,0.913058891,0,0,0,0,0,0,0,10.931313890999999,2.3934383329999998,0.274112779,3.1081311119999997,1.6722172189999998,4.739056111999999,0.7362088899999999,0.54198222,1.9412661119999997,1.0359016699999999,16.354081666000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-13,0,0,2.7638777760000006,0.299053888,1.031090558,0,0,0,0,0,0,0,8.994556669,2.3530683359999998,0.27199277699999996,3.4861299999999997,1.5092005559999997,3.599206668,0.7649844430000001,0.5953083339999999,1.9860272199999998,1.2878583350000001,14.579340555000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,0,0,1.333540001,0.29767666600000003,0.9649433310000003,0,0,0,0,0,0,0,6.0214872249999996,2.527151668,0.269208891,3.5243555560000006,1.7448916669999996,4.451798892,0.850950554,0.4537466680000001,2.038458332,1.0437305520000002,13.929650003000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,0,0,0.7411411089999999,0.2845733319999999,0.624047222,0,0,0,0,0,0,0,6.9480988870000004,2.569968331000001,1.410946108,2.741688888,0.25193111200000007,3.8245805570000004,0.8153733359999998,1.1658861129999996,2.0887694440000004,1.4031066629999995,13.96134111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,0,0,1.4711211149999999,0.28322999899999995,0.625275553,0,0,0,0,0,0,0,6.4995199989999985,2.328839444,0.5188727769999999,3.7145877769999998,1.544794443,3.4887316690000003,0.835098338,0.969507222,2.110261111,1.00434222,14.585007221999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,0,0,0.8416883339999999,0.30836888799999995,3.252026669,0,0,0,0,0,0,0,11.239333332000001,2.375981662,0.27433777400000003,3.337082777,1.3056516649999999,2.3455172230000003,0.7091738889999999,0.7375333310000001,2.0387627800000003,0.9260566660000001,16.677232775999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,0,0,0.8242905530000001,0.2743544460000001,0.9081122230000004,0,0,0,0,0,0,0,12.627936112000002,2.4818183340000006,0.274862222,3.0600955599999997,1.663579446,2.523016113,0.761499442,0.501263891,1.9310905530000002,0.6792049970000001,14.851683336000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,0,0,0.7866811109999999,0.27864999999999984,0.936519441,0,0,0,0,0,0,0,6.2503516690000005,2.437274999,0.269629446,3.6341388899999996,1.7253350010000001,4.115940554999999,0.7623483360000001,0.4687927779999999,2.0049799999999993,0.780978332,14.284486110999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,0,0,0.3887422230000001,0.279793333,0.979023331,0,0,0,0,0,0,0,5.2839399999999985,2.4922877800000003,0.26869499599999996,2.7969194440000003,1.5142722219999996,3.614663888000001,0.7394122239999998,0.531171668,2.0094494449999996,0.629085,13.652860000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,0,0,0.8106188870000001,0.286222779,0.957789443,0,0,0,0,0,0,0,5.525567220999999,2.444254444,0.2686194479999999,3.22644222,1.5428972220000001,2.931451113,0.771881111,0.46091777899999997,1.9133427770000002,0.9680327779999999,13.474529998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-22,0,0,0.15030611100000005,0.2989000000000001,0.6254788899999999,0,0,0,0,0,0,0,4.832524997,2.567878888,1.8579533339999994,3.5011261119999997,0.2532772250000001,2.653425002,0.7354311120000001,0.629602781,2.046895557,0.7555894449999999,13.357066666999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23,0,0,1.2804627760000005,0.280301113,0.620445,0,0,0,0,0,0,0,4.944503329000001,2.416818335,1.1317577789999995,3.4578999969999993,1.5980155579999997,4.061908887,0.9510038890000001,0.7604933319999999,2.0016811150000007,0.8085194450000001,13.017741665999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,0,0,0.9417561150000002,0.2814,0.888578336,0,0,0,0,0,0,0,6.7581166669999995,2.560148333000001,0.2700449980000001,3.1632194479999995,1.2890111109999998,6.196097222,0.7397250030000001,0.556197226,1.910627222,0.5654833340000003,14.819713334999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,0,0,0.8363249989999999,0.27952667200000003,0.9011566669999999,0,0,0,0,0,0,0,12.395332219000002,2.4374550000000004,0.48389944400000007,3.5587038879999993,1.3991961099999999,1.76240722,0.738948333,0.5300894450000001,1.9072733320000008,0.8607750049999998,14.548302218000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,0,0,0.42149833200000003,0.296898336,0.9176905580000001,0,0,0,0,0,0,0,6.878301114,2.34852167,0.27008,3.0923761119999993,1.322648887,5.123594443000001,0.778548335,0.403279999,1.8928288929999997,0.7258822239999998,15.897146667999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,0,0,0.3547388870000001,0.2869127740000001,1.0365722210000001,0,0,0,0,0,0,0,7.0572205560000025,2.334379996,0.270138886,2.5098627779999996,1.4654516679999998,3.066415554999999,0.767432221,0.4901577790000001,2.0487783359999994,0.805022777,15.494793891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,0,0,0.34267611100000006,0.268552781,0.9575733330000004,0,0,0,0,0,0,0,10.446307779,2.3431466659999995,0.5477800030000001,2.3074316720000003,0.26640999600000004,1.0412949999999999,0.7515488849999999,0.5255033309999999,1.8695894460000007,0.49568611300000015,17.068684998000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,0,0,0.9156266710000001,0.261919444,0.6287127779999999,0,0,0,0,0,0,0,9.735120556000002,2.3303866689999997,1.4037572260000002,2.930610556,1.536512779,2.2262844420000008,0.6138172220000001,0.9877683319999997,1.8480605529999996,0.9507505560000002,15.080862775000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-02,0,0,1.1283049989999998,0.2866266659999999,0.621927777,0,0,0,0,0,0,0,8.664912222999998,2.4998022220000005,0.901250555,3.323501665999999,1.5906444409999998,2.4668038899999996,0.7174211100000001,1.0774733350000003,1.9110888879999997,1.5952950009999995,14.236026664999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-03,0,0,0.4612966679999999,0.27718777800000005,0.900684443,0,0,0,0,0,0,0,10.958234446,2.4229933319999994,0.509578337,3.0964861069999996,1.1949905600000001,5.264886111999999,1.1492105549999998,0.7371355549999999,1.9243338879999998,0.8698966689999998,14.948881669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-04,0,0,0.9491722260000002,0.27053833599999993,1.092979445,0,0,0,0,0,0,0,14.779156667999999,2.4034538890000006,0.27724332700000004,3.0689794429999995,1.6464966669999999,3.675233887,0.752036667,0.612694444,1.8797349979999998,1.238972779,16.278200555999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-05,0,0,0.6739461100000002,0.27185666700000005,1.0844844449999997,0,0,0,0,0,0,0,6.382567779000002,2.4228705539999993,0.456729444,2.6579249989999996,1.5388394460000003,2.400212221,1.2215494470000001,1.367998335,2.028158887,0.6504527799999998,14.567567222000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06,0,0,1.228911112,0.2707894459999999,0.931478335,0,0,0,0,0,0,0,7.775543334000002,2.19897111,0.2711127790000001,3.483641108,1.600444441,3.3812933349999996,0.700296666,0.417860002,1.9977816659999998,0.870484997,16.357862222000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-07,0,0,0.4493372209999999,0.2751733300000001,0.6268361109999999,0,0,0,0,0,0,0,6.083279998999998,2.4456238870000004,0.26962388899999995,2.7130466650000002,2.477779999000001,1.9725005529999995,0.7159861160000002,0.683947775,2.053826110000001,0.695979445,14.939038334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-08,0,0,0.532078332,0.287503892,0.6247883309999999,0,0,0,0,0,0,0,5.127158336,2.596832218,1.2159405550000002,3.072686665999999,1.6229316669999998,3.8087761079999995,0.7000511110000001,0.47079944100000004,2.0572983369999998,0.860568895,13.840283886999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-09,0,0,1.118046111,0.269283336,0.6098911099999998,0,0,0,0,0,0,0,11.612140002000004,2.3826755530000003,1.078811107,3.789268884,1.5176827790000003,2.6455816649999995,0.755894999,0.564380555,2.0592188850000004,1.327396665,13.072713886999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-10,0,0,0.791041666,0.321143891,0.9923500000000003,0,0,0,0,0,0,0,8.949917777,2.585489997,0.272189446,2.6169716679999997,1.506526113,4.202819444,0.7708033339999999,0.8814066669999997,1.9569177759999996,0.8117111109999999,13.568855555999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-11,0,0,0.156011108,0.2819683329999999,0.901363339,0,0,0,0,0,0,0,4.708352776,2.5177205540000003,0.468550002,3.1474150019999994,1.5014705549999998,2.4117461120000003,0.7266950000000001,0.49563333099999984,1.9485300050000003,0.6853388899999999,12.852561112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-12,0,0,0.967393335,0.29961666800000003,1.0075927789999999,0,0,0,0,0,0,0,5.304420558,2.5148727770000003,0.440576667,3.255022222,2.3666133329999997,3.933779449,0.7638983309999999,0.5464133320000002,2.0447400030000003,1.5226094439999998,13.204909446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-13,0,0,0.6343244440000002,0.2989116660000001,1.0420383370000001,0,0,0,0,0,0,0,10.266885,2.379585556,0.6270022209999998,3.4694711100000006,1.4631183340000002,3.5038627780000002,0.682813335,0.717939998,1.9847911119999997,0.7349494470000001,15.358690556000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-14,0,0,1.1148755560000005,0.280355002,1.097622781,0,0,0,0,0,0,0,9.565473886,2.302690555,0.27273944399999994,2.9977077799999994,0.25677388599999995,2.925907778,0.6989733340000001,0.6316138860000001,1.946959443,0.625747778,14.227277776000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-15,0,0,0.8034577780000001,0.3094255550000001,0.6221288879999999,0,0,0,0,0,0,0,4.943763331999999,2.65007889,1.4347866659999997,2.9672822229999998,2.9074733319999986,5.3291950009999995,1.0473922250000003,1.2147494439999997,2.099626111,0.9936783370000001,13.214516667000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-16,0,0,0.802800556,0.27765500400000004,0.6254594440000002,0,0,0,0,0,0,0,9.164315552999998,3.6871177770000005,0.272783889,3.976929447999999,1.5580288880000002,0.8398544430000001,0.7067150000000001,0.30567,1.9346072229999995,0.6213933349999997,14.327357223000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-17,0,0,0.7002516689999999,0.27321278,0.9051638919999999,0,0,0,0,0,0,0,12.693768888,3.2527005559999997,0.27529389,3.341229443999999,1.4650561130000002,2.0939683350000005,0.8240355509999999,0.5069072200000001,1.8899411080000004,0.7297977800000001,14.863806110000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-18,0,0,0.382118887,0.2829483339999999,0.9484466650000002,0,0,0,0,0,0,0,8.958008335000002,2.663178888,0.5560422220000001,3.2119422249999987,1.557969446,1.6374183319999998,0.7576049989999999,0.51194889,1.9219933340000002,0.839205556,14.006889444999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-19,0,0,0.47645111100000004,0.302911666,0.913069999,0,0,0,0,0,0,0,9.284694445000001,2.433481671,0.27264333399999996,3.550413888000001,1.5398333300000002,3.1233922269999983,0.7567327760000001,0.5586444459999997,1.998538336,1.218816664,13.939763889000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-20,0,0,0.35893555599999993,0.30213889000000005,0.897028888,0,0,0,0,0,0,0,5.280055000000001,2.416913891,0.269250558,3.2804911160000003,1.280860554,3.3349522200000004,0.750483333,0.410557222,2.140541111,0.8252127810000002,13.008383334999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-21,0,0,0.4772494440000002,0.27132499900000007,0.9404977819999999,0,0,0,0,0,0,0,5.719193332000001,2.618255556999999,0.26916166799999997,3.0456366700000004,1.6035388889999997,1.065618339,0.7898783380000001,0.4182094419999999,1.9603433309999998,0.616798888,13.996434998999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
