Date,use [kW]_x,gen [kW]_x,KitchenDenLights [kW],MasterBedBathLights [kW],MasterOutlets [kW]_x,DenOutdoorLights [kW],DenOutlets [kW],RearBasementLights [kW],KitchenOutletsEast [kW],KitchenOutletsSouth [kW],DishwasherDisposalSinkLight [kW],Refrigerator [kW],Microwave [kW],OfficeLights [kW],use [kW]_y,gen [kW]_y,FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW]_y,MasterLights [kW],DuctHeaterHRV [kW],use [kW],gen [kW],ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW],DiningRoomOutlets [kW],MudroomOutlets [kW],MasterBathOutlets [kW],GarageOutlets [kW],BasementOutdoorOutlets [kW]
2016-01-11,0,0,4.457448889999999,0.6467811120000002,0.7994377749999999,0.05740777599999999,0.7544222200000001,0.185471109,1.6613777800000005,1.5800511060000004,5.007873330999999,6.806648888999997,0.7061844469999999,10.030886663,0,0,10.168048887,3.718211113000001,0.022635556,0.053671111000000014,0.006121112999999999,0.0012605550000000002,0.41995333499999987,0.27168222200000003,0.47528388799999993,0.6898244460000001,0.002925003,0.0,0.0,97.34391667000047,5.385233324000031,17.813450012999994,2.655916664999992,15.06578332999989,7.033883359000028,10.145483320999986,0.8310666010000062
2016-01-12,0,0,3.4710044459999994,0.6722288899999996,1.0242733320000004,0.06525555499999999,0.6441033339999999,0.186191113,6.790296667000003,1.9028133319999998,5.874696666999999,6.319823337000002,0.977464443,6.982363332999997,0,0,10.054145000000002,4.288033333,0.022506669000000003,0.04828889299999999,0.006103887,0.0013366670000000006,0.3330155510000001,0.37166833200000005,0.40398444899999986,0.6986172219999999,0.003118889999999999,0.0,0.0,5.529649991999992,96.23581667399955,22.711583335999983,2.7218499859999956,43.50431666000002,14.851466636999994,9.437749991999997,0.8063999480000071
2016-01-13,0,0,5.053566665000003,0.7173533330000001,1.000185553,0.05454666299999999,0.470328885,0.19106110700000006,1.6903844439999995,0.9176822199999999,3.647579999,6.787060001,1.4492633299999993,9.501066670000002,0,0,7.341732223000002,3.49413111,0.013727777999999996,0.05040333400000001,0.005552778000000001,0.000985003,0.45206999699999995,0.265421667,0.5024361129999999,0.6889538899999998,0.002498889000000001,0.0,0.0,93.14984998800047,170.10635000199946,14.342533349999997,2.677516659999989,23.507733331000036,24.338433318999957,9.408549999999957,0.7912166030000043
2016-01-14,0,0,6.810600001,0.5718822170000002,0.9890299999999996,0.06104888800000001,0.26032555599999996,0.18228666300000002,1.6230400000000005,3.783655555000001,3.7728522200000008,7.0726144430000035,1.3631822200000001,5.711905560999999,0,0,9.557014442,3.5738177789999996,0.020462220000000014,0.047480000999999994,0.005639445,0.0010894449999999996,0.293327779,0.2643649999999999,0.5041988860000001,0.7078761090000002,0.0028905569999999998,0.0,0.0,5.5640666559999685,4.882216654000007,12.998300024000013,2.683266676999993,17.467200026999926,6.955050004999991,9.75381666300002,0.8354499670000085
2016-01-15,0,0,3.7633444449999995,0.525799995,0.8281233320000002,0.054564445,0.23469444799999997,0.18429666600000003,1.6765244430000004,1.00500556,2.665002224,5.484743332999999,0.9099444430000002,7.085155558000001,0,0,5.551025558,3.6130044470000002,0.009555001999999998,0.051952777000000006,0.003329446,0.0005355590000000001,0.260634998,0.24501111,0.4843894440000001,0.6809138869999999,0.0020183319999999994,0.0,0.0,5.529250000999993,64.62051664899974,8.845933348000008,2.6442000119999958,17.38791664799993,7.00169998600003,9.359016650999967,0.8309499090000081
2016-01-16,0,0,6.217354444999999,0.8148966679999998,0.878779999,0.05963222300000001,0.6678166700000001,0.1933388890000001,1.0006844449999999,1.7616511100000007,7.530094442000001,5.284718892000002,0.5501777800000002,8.122684443,0,0,4.491036111000001,3.602372776999999,0.0066466680000000005,0.05349444000000001,0.004017777,0.000632224,0.259770555,0.2979838900000001,0.5017900000000001,0.7014905600000002,0.0022044440000000007,0.0,0.0,56.419950010000015,228.93665001100004,18.278733354000007,2.845183341000001,22.104933301000038,24.85165003600052,9.338050011000044,0.771583264000008
2016-01-17,0,0,5.220288884000002,0.848745553,0.9647377769999999,0.064327781,0.6126066659999997,0.18632222300000004,0.5609933350000001,2.5553955600000005,4.870044439,7.226733334000001,1.0877155569999999,6.054065556999999,0,0,8.418023889999997,3.5888872249999992,0.018791108000000004,0.05333611,0.005231669,0.0010938900000000006,0.34133999800000003,0.278535556,0.5442688919999998,0.756668335,0.0027972210000000003,0.0,0.0,5.546683315999992,5.490966646000018,17.99276666199995,3.0384166439999896,24.322466650000088,6.960666682000001,9.261416641000006,0.8312166200000073
2016-01-18,0,0,5.350261109999999,1.399388885,0.954167779,0.06175333200000001,1.0964955509999998,0.192630001,1.4466755580000001,0.563367775,2.7319333340000003,8.100561113000001,0.8303100039999997,8.397681111000002,0,0,9.822876668999996,3.4655333350000004,0.022296109999999997,0.08226388700000002,0.006267218999999998,0.0011900020000000001,0.4390822220000001,0.40715499800000005,0.5370055530000001,0.6943405540000002,0.0030055560000000004,0.0,0.0,82.12149999199944,96.1089000049996,13.873616670000004,2.9408999929999875,36.155466667999995,17.128483298000024,9.267000007999993,0.7946832750000064
2016-01-19,0,0,55.07229932199992,8.877268339000018,13.33529930300001,0.8692298859999912,3.413653268000002,2.5320386020000276,21.38594875600006,13.206858440999989,55.69235486799999,102.47015261800003,15.903673609999986,87.67748279399984,0,0,10.04004944,3.4787944439999996,0.021848888,0.04744666699999999,0.00569833,0.001215557,0.43473944700000017,0.267158334,0.5028805559999999,0.6973155560000001,0.002870556,0.0,0.0,5.288883346999981,5.494466652000042,14.160383352999968,2.6733666739999937,17.483916668999964,6.960566712000016,9.317733331000051,0.8393832420000114
2016-01-20,0,0,73.46695003199991,13.313383338999941,14.442750003000011,1.548216721999994,0.19376676900000223,2.7421000190000204,20.68043335000005,27.516116678999992,48.85576665899994,90.64623331999996,19.048199972999946,83.20836665699997,0,0,9.118553332000001,3.426218333000001,0.019998334,0.048865001000000005,0.005563335,0.001271665,0.480279443,0.25020611100000006,0.504799443,0.6883488859999999,0.0027666700000000006,0.0,0.0,5.312466665999982,5.476183346000049,17.98706666100002,2.6890000139999923,22.164450019000128,12.311833321999973,9.570150012000008,0.8380332540000079
2016-01-21,0,0,55.00294999,15.939000001999942,14.374350011999946,0.812083288999995,6.983466752999994,2.7806000070000154,23.55913333800004,35.46816668099988,62.2762666709999,105.59404998800007,17.824599992999957,135.91076668099984,0,0,8.898728334000003,3.6652377800000004,0.019173887999999997,0.05556000100000002,0.005215003000000002,0.001014997,0.44666999900000004,0.26541055799999996,0.398221667,0.6806222269999999,0.002734998,0.0,0.0,80.09310000899917,5.398516670000024,13.267749998,2.703816659999991,28.383133348000012,6.987733299000011,9.567616676999958,0.8329832630000068
2016-01-22,0,0,76.245833344,11.486366645999963,14.706183328000034,3.630933383999991,8.463450102999985,2.754666675000037,21.96228334400003,15.372683327999994,67.7344999749997,98.85945001399989,7.00566667499999,81.65619999800009,0,0,9.241767222999997,3.5678100009999993,0.020597222999999994,0.04787166200000001,0.005566666,0.001227223,0.43057500199999993,0.247643335,0.49129388899999993,0.7035716699999999,0.0028038909999999993,0.0,0.0,5.345783333999987,5.480983335000016,17.97568333600002,2.679833350000005,19.484750054000042,6.9416499990000045,9.102450032999986,0.8382499510000051
2016-01-23,0,0,88.37013334999986,16.68105001299999,14.40116666299999,0.9911333069999926,7.0210167690000125,2.9660666720000184,8.193166668000003,46.19570001000014,47.572449991999896,85.3194666350001,19.644483321999985,84.09081666699977,0,0,10.176784442999999,3.512161109000001,0.023020558000000003,0.06677055200000001,0.007359443999999999,0.0014811120000000004,0.4455861080000001,0.3887772239999999,0.537793333,0.7648694450000002,0.0034255559999999997,0.0,0.0,84.85916666699941,383.8451166560011,36.91479998699999,2.6932833409999937,20.513716662000146,34.386333368999956,9.912699994999992,0.7373832710000039
2016-01-24,0,0,61.865666689999955,10.93653332799994,14.698433351000011,1.3203500089999978,7.887383415999979,2.784666683000014,20.390200004999993,21.059666679999978,133.03953331000073,96.50783335,39.107466651000045,88.49746665500014,0,0,9.246774444,3.483471668000001,0.019897777,0.04849111200000001,0.006258331999999998,0.0012127770000000002,0.3863333339999999,0.26524944400000006,0.34088388999999997,0.679072778,0.0032377799999999996,0.0,0.0,5.273150011999981,72.22721665999964,8.881550001000015,2.7158333169999973,25.156183344000013,116.33638328600013,9.351516688000025,0.8461165890000096
2016-01-25,0,0,60.11855002100007,9.16446665599997,13.74958334399998,0.7894000139999927,2.595533456999968,2.7457333330000275,21.83643331600007,30.28126666400003,66.18581665100008,97.56701668700003,12.591800010999997,79.65425001000006,0,0,5.533696667000001,3.5045061109999995,0.008049998,0.04924444599999998,0.003100555000000001,0.0005200000000000001,0.39022777399999997,0.269748885,0.20257499900000006,0.712935554,0.0022294440000000006,0.0,0.0,5.316299996999973,5.497399992000021,15.626566637000003,2.685350023999995,23.622249988000064,6.9340666409999905,9.114666646999993,0.8348666180000066
2016-01-26,0,0,74.74836666199994,10.515866663999944,14.144216660999993,3.096866681999995,7.86865005499996,2.779716700000008,20.973499997000008,20.501700002999932,75.94131667200001,127.7318500369999,7.625133333999993,136.3916166609999,0,0,5.966288335,3.485171112000001,0.011072776,0.05375833399999999,0.003391113,0.0007172219999999999,0.3905516630000001,0.3473338880000001,0.27519055500000006,0.8155738939999996,0.0024477799999999992,0.0,0.0,92.46475000200012,5.382283330000017,15.011300026999985,2.7017166729999866,24.054033309999948,6.99996666900001,10.14606666799996,0.8246166110000078
2016-01-27,0,0,70.2648999870001,9.33363331899996,14.709233311999977,1.9183833629999971,3.793800127999949,2.7837666870000004,21.1389000060001,10.977483336,35.01670001000001,103.36651670300013,7.122333316000007,98.72281665700017,0,0,7.272505001999999,3.4273927770000006,0.015081109999999998,0.04935555299999999,0.0041488919999999995,0.0008938879999999998,0.3886188919999999,0.25275778,0.247845557,0.6957027769999999,0.002528337,0.0,0.0,99.32498331200031,5.382966663000025,15.135183336999981,2.6672000069999955,16.80198333599997,6.976300040000029,9.248950025999994,0.8262666170000065
2016-01-28,0,0,72.43670001299985,10.665099999999926,14.426066658000007,2.1453500569999915,4.952866704999954,2.7491833360000224,21.91275002600016,17.61803334300005,69.13505000999997,78.02658330100019,8.285400033000004,137.21338332600027,0,0,9.246088886999999,3.7292522220000004,0.020357223000000004,0.05133721900000001,0.004902223000000001,0.0011772280000000002,0.3658205559999999,0.29394888799999996,0.2676855560000001,0.80251889,0.0029288860000000003,0.0,0.0,5.563216671999988,5.488683327000033,17.80021665699996,2.666000019000004,23.657716696000087,6.996399988000018,9.831949990999979,0.8367332780000072
2016-01-29,0,0,67.28618336200007,10.427199989999972,14.491083333999974,0.7983000399999889,3.7623667009999844,2.7359666780000387,21.433816672000084,13.313416654000012,33.30438333799951,96.4890333299995,6.648566668000004,91.66613333000004,0,0,8.003583888,3.4921722240000004,0.016632222,0.049094441,0.004271667000000001,0.0007861140000000002,0.36720166800000004,0.272527774,0.27762666599999997,0.7128761089999998,0.002585008,0.0,0.0,5.56711666299999,5.496716663000034,18.010633329999987,2.689816640999989,23.39466671000004,6.956450032000024,9.883083328000025,0.8341499260000099
2016-01-30,0,0,105.81771668399996,10.221466656999972,16.829450012999985,0.9539666939999937,10.308183386000051,8.30943333299999,23.61503333599986,50.47839998999995,82.59906667200012,109.96605000899997,7.813500000999983,110.45771665000004,0,0,11.405702776000002,3.5129788869999996,0.027346661999999987,0.09958666799999996,0.007973887,0.0017033349999999998,0.40951444500000006,0.303287774,0.2901644419999999,0.7336049990000002,0.003724999999999999,0.0,0.0,84.21244999700036,354.04476667400263,31.911316681999974,2.7052166579999946,22.367450035000054,42.44056668900038,9.70543336000002,4.0540666130000025
2016-01-31,0,0,107.40295000999986,10.362533361999938,13.306333332999973,13.475950033000005,7.641433371999983,2.8081166580000096,21.78468335500006,58.77263335200012,90.12596667300014,114.22315000600014,14.791499999,127.0937666779999,0,0,7.373797225999998,3.4898600010000007,0.015165556,0.052527223,0.004852779999999999,0.0008722230000000002,0.4414300000000001,0.2976411089999999,0.31894000299999997,0.6951827749999999,0.0027211089999999998,0.0,0.0,68.1373666860005,93.57996669299963,16.939500004999935,2.7174333240000017,26.677133351999984,13.10455006999996,9.699033314000015,0.8063832910000085
2016-02-01,0,0,66.68769999999995,20.812049990000027,28.587516656000005,1.6219166939999945,6.971700070000005,2.738816695000039,18.89436667599992,32.33196664499994,68.83481664899985,95.20423334600012,6.5510833399999955,82.87291665399995,0,0,7.415641667999999,3.529196667000001,0.015549446000000003,0.7458000020000001,0.0046561120000000004,0.0016377779999999999,0.3937899980000001,0.6578372219999999,0.771581665,0.6781050000000001,0.002754443999999999,0.0,0.0,5.557366665000004,4.867583328000018,21.193133329000005,2.711333339999999,34.11244999500008,6.905016634999998,9.377683332000062,0.8307832590000095
2016-02-02,0,0,69.49503334000008,10.05806665799998,14.884950022000016,0.901416695999994,5.27763339999997,2.7260166820000027,24.480699987000083,16.373600019000015,82.99565001099992,98.26356668299988,28.79709997899997,133.49379999700017,0,0,4.559500553,3.460034999,0.006505003,0.050848886999999995,0.0029105540000000005,0.00048777699999999995,0.37759722300000004,0.257194999,0.286582227,0.6833688840000001,0.001971665,0.0,0.0,5.526083342999998,4.8632499960000235,18.637699997999963,2.72559999899999,44.18656665300006,6.947399970000019,9.578016673999986,0.8328332800000088
2016-02-03,0,0,71.87051666500001,8.96904999599995,14.650683347999959,0.922633415999992,5.538583372999968,4.2764333540000194,21.29924999999999,25.783816667999936,44.43595000099991,81.2857500260004,12.054416665000026,89.39684999700013,0,0,6.545819995999999,3.653050557,0.012842222,0.06132222100000001,0.0042238829999999995,0.000827221,0.397103334,0.29576166699999995,0.23607278000000004,0.71717278,0.002602223,0.0,0.0,5.3707999900000125,263.27696665900055,17.793749995999967,2.661249973999991,18.669299983999977,24.2465833290003,9.246150017000042,0.7760665640000077
2016-02-04,0,0,84.3760166519999,11.709883347999929,15.094499986999962,4.911199994,5.118350098999978,2.740066674000013,21.503733333999985,43.69715000099991,74.30203333099985,96.27279996100013,6.673016651999984,107.79428334800001,0,0,3.450367223,3.5100138910000007,0.004081111,0.053284448,0.0022655550000000007,0.00040778000000000006,0.4205972200000001,0.273680557,0.260581667,0.699401666,0.0017938910000000001,0.0,0.0,5.561783337999998,5.492066667000044,15.125433341000004,2.6744333119999957,16.692783291999955,6.9684666600000345,9.446316678000027,0.8408832540000108
2016-02-05,0,0,74.10084999000016,10.809233335999927,14.490433316999988,5.6628333479999995,1.709183457999954,2.7309333590000087,20.42733332200002,15.040300000000022,66.3256833529999,104.78908330100018,6.989416657999991,86.77890000999993,0,0,7.682418333999999,3.4859822220000005,0.015938888,0.04873999900000001,0.004461669,0.0007655559999999998,0.3760611119999999,0.28220666699999997,0.24237389,0.6790927800000001,0.0025861100000000004,0.0,0.0,5.545183346999996,5.49083331200004,16.143649990999993,2.6684000119999918,18.127683331000057,6.950650022000031,9.259550026000024,0.836166585000009
2016-02-06,0,0,104.34935002099992,8.957900002999985,12.159700008999977,0.8906000809999932,9.349700032000056,4.771583305999998,21.572449999999883,61.712800009999896,32.352333353,113.88353332500009,12.279333332999999,103.20665000200019,0,0,8.602421115999999,3.5167666669999997,0.018331667000000003,0.04877722500000001,0.005668892000000001,0.0009516660000000003,0.3667994430000001,0.29173833400000004,0.166688337,0.683740554,0.0031650009999999985,0.0,0.0,5.361399983999983,261.658366669003,24.40176665100004,2.7364166410000066,23.63461668000002,32.4226000460002,9.641283327000055,2.415733294000012
2016-02-07,0,0,70.66370001600002,9.595250008000011,13.982666666999947,1.6275500259999967,5.560916798999947,2.7711999780000074,21.64446667200006,6.05933332499999,101.08895000600056,116.83011666800023,12.470599991999991,92.379716647,0,0,7.6760150010000014,3.5119538879999985,0.015722777999999996,0.049290003000000006,0.004678887999999998,0.0009594470000000003,0.37654666600000003,0.25258444599999996,0.30511499599999997,0.686469445,0.002728332999999999,0.0,0.0,63.26351667199995,4.813500003000022,8.546766639999984,2.6570500209999968,16.270816702000005,6.986000037000015,10.042633322999997,6.262416655999999
2016-02-08,0,0,67.82634997300025,10.286366657000029,14.635416651999998,0.7389833789999927,5.2792833759999995,2.7728666940000184,21.617583322999938,11.091683342000007,68.67253332300005,86.7100833230001,7.036183338999992,130.10870000300005,0,0,10.845229441999997,3.5160000010000005,0.025082777,0.048847781,0.006228334,0.0014566630000000002,0.398194445,0.255892225,0.28125666699999996,0.6761588900000001,0.0031788909999999997,0.0,0.0,75.53221666600042,4.786916665000021,15.155633323000002,2.652566678999982,26.852550001000004,6.982950006000022,10.06883334600001,6.264483324999988
2016-02-09,0,0,66.96621666700005,8.231099988999985,14.083366665999977,0.7660000199999923,4.523350109999999,2.737050032000035,20.251299954000036,29.849066669999974,59.82126668099973,100.71130001199982,13.10640000999998,93.67984999400005,0,0,7.687538334999999,3.633985558,0.016436668000000005,0.048352776000000014,0.004636110999999998,0.000899443,0.47710166699999995,0.2553155560000001,0.28096999799999994,0.6863516670000002,0.002522777,0.0,0.0,5.55333334499999,4.8710000190000375,17.62289999999998,2.6538500129999942,12.579966661999956,6.952466703000008,9.541433334000043,6.2375666510000105
2016-02-10,0,0,64.73298335499994,10.191916666000028,14.995949997000007,12.075100002999973,1.3580167410000203,2.744766678000025,20.492983332000026,11.83850000900006,93.51130000299972,96.00320000999977,6.570566652000002,79.72273332299991,0,0,8.045812775999998,3.47346,0.016963887999999996,0.048485558000000005,0.004930002000000001,0.0011127800000000003,0.46254833299999987,0.25377277600000003,0.27928611499999995,0.6864922220000003,0.0026238899999999994,0.0,0.0,5.583116658999995,4.86433333700002,15.495400022000002,2.6594666439999886,20.47195001100002,6.9264999780000105,9.332916665999987,6.273066664000011
2016-02-11,0,0,76.89071665799999,10.070616682000031,13.939850007000004,2.1562333379999914,5.146450094999972,2.72708337600001,21.957016666999937,40.321683326,38.43423331499996,92.43618333799999,14.150533337999985,145.78030000300012,0,0,9.761785001,3.4587077759999993,0.021671112,0.050889445000000005,0.005353888000000001,0.001033333,0.3757555570000001,0.26365055500000006,0.272901113,0.6841305579999998,0.002944444999999999,0.0,0.0,5.551750013000006,4.859099968000015,21.44578333099999,2.699766687999994,24.21754999600007,15.779899992999994,9.656383359999985,6.2329833229999965
2016-02-12,0,0,92.66616667699984,11.257200009000071,12.257966650999956,0.8857500749999909,2.0611167499999627,2.8436666330000477,21.133850015000096,22.685733346000074,40.259300021999934,87.0496166679999,11.961666675999993,87.02021667700012,0,0,11.772372221000001,3.443245556000001,0.027481113,0.04752666900000001,0.006952778000000001,0.0015044470000000001,0.34722833499999983,0.25024833300000004,0.275554442,0.6845099979999999,0.003534443,0.0,0.0,5.440533340000001,215.492349996,18.240866662000037,2.6588000129999907,19.781866701000034,12.014016645999941,9.360350014999957,6.261616666000001
2016-02-13,0,0,76.26206665500007,9.786799989999999,14.797816653999977,0.8079333929999931,8.027116754000001,2.8093833479999932,21.48323330499984,28.903416662999923,72.61238333900067,103.12045001200013,6.671883336999994,105.044849994,0,0,18.607526106999998,3.4057144429999995,0.047124995999999995,0.04610999799999999,0.01037111,0.0021344429999999998,0.392242221,0.24191055699999992,0.19992611,0.6864866679999999,0.005018326999999999,0.0,0.0,5.469016670999985,152.1598666589997,17.111616675000047,2.680900029999993,21.585566721999864,23.843766758000243,9.746099981999974,6.207233345999988
2016-02-14,0,0,68.31795000500004,10.449450016000013,17.138200000999984,1.5285833839999954,5.838983403000003,3.685066683000031,8.305599992999998,28.802833323999952,97.62464999500017,110.95868334199999,22.689133314999967,108.72088333000002,0,0,13.745771667999998,4.207903333999999,0.032680555,0.051453331,0.007661667,0.0013777779999999999,0.38651278000000006,0.26913333200000006,0.29925777899999995,0.7059744419999999,0.003947222000000002,0.0,0.0,158.62234999399917,152.773900016,12.595133340999997,2.6841666849999974,26.71071668400006,16.989033324000005,9.727716693999984,11.437316653000005
2016-02-15,0,0,94.54951666900003,24.10896668900003,14.338233337999966,0.8208833159999983,29.17924997100023,2.8418666770000374,24.612800010000015,11.348950012000047,68.58724997799993,88.33725003899988,22.102449989,130.603866679,0,0,10.870548331000007,4.282531663999999,0.024739444000000006,0.08720499600000002,0.00727611,0.002368891,0.36700944499999993,0.36313611,0.9143016690000003,0.703845552,0.0037294460000000004,0.0,0.0,92.96758332200052,76.51266666299969,20.340166666999977,2.688849989999987,35.42168337100021,8.88380000600005,10.146599983999963,6.249099989000018
2016-02-16,0,0,77.93076667500007,8.85938333600004,13.215366672999993,0.9311333509999961,4.545666666999979,16.248983347000017,23.287050028999914,27.818449980999958,101.3976833570002,95.64115000099983,21.240249994,150.12361669000046,0,0,7.723496108000001,3.459110554999999,0.016696112000000006,0.050810001000000014,0.005512217999999999,0.0010616649999999998,0.43891777699999995,0.300306109,0.233366111,0.7147777760000001,0.0029294459999999996,0.0,0.0,5.362783333999997,288.7845166610002,19.354333315999988,2.7048333249999907,44.138050019000126,12.450283380999974,9.885566670999971,6.21553334399999
2016-02-17,0,0,75.86014999100006,10.178833344000017,13.688100006999983,1.4554666809999917,5.8615833620000055,38.92288336199989,100.06923331899988,36.8285833270001,46.47315000500001,110.47893332500004,6.982083358999995,94.008783336,0,0,7.339307224000001,3.418236668,0.014748330999999998,0.048578331999999995,0.003923889,0.0007122240000000001,0.36599499999999996,0.29355944399999995,0.26769222,0.7214538899999999,0.0025822229999999994,0.0,0.0,5.565950015999996,5.496499986000044,17.481366672999954,2.6671333530000005,20.621099977000135,6.942933376000007,9.199816653999997,6.1776333409999795
